doculect	concept	ipa	asjp	cogid	Gold
Basap (Lebo)	kick	ñipak	nipak	1	
Ngorek	kick	sipak	sipak	1	
Mpraa	kick	cipak	Tipak	1	
Baram Kayan	kick	sipak	sipak	1	
Busang	kick	sipak	sipak	1	
Bahau Saq	kick	sipaʔ	sipa7	1	
PKM	kick	sipak	sipak	1	
Long Gelat	kick	sipak	sipak	1	
Dalat Melanau	kick	məñipək	m3nip3k	1	
Kanowit	kick	ñipək	nip3k	1	
Sekapan	kick	ñepeə̯ʔ	nepe37	1	
Lahanan	kick	ñipak	nipak	1	
Punan Tuvu'	kick	mən͂ipɛʔ	m3nipE7	1	
Punan Bah	kick	məñipeə̯ʔ	m3nipe37	1	
Punan Aput	kick	mapom	mapom	1	
Buket	kick	sepak	sepak	1	
Hovongan	kick	sepak	sepak	1	
Seputan	kick	sepak	sepak	1	
Penan Mubui	kick	ñipək	nip3k	1	
Penan Jekitan	kick	sipak	sipak	1	
Penan Beku	kick	sipak	sipak	1	
Vo	kick	sipak	sipak	1	
Pawe	kick	sipak	sipak	1	
Gah	kick	sipak	sipak	1	
Laang	kick	sipak	sipak	1	
Sawa	kick	ñipak	ipak	1	
Tau	kick	ñipak	ipak	1	
Badeng	kick	apek	apek	1	
Lun-Dayeh	kick	opak	opak	1	
Kelabit	kick	məteʔ	m3te7	1	
Berawan (jeegan)	kick	n͂æpak	nEpak	1	
Berawan (Terawan)	kick	ñipək	nip3k	1	
SBisaya	kick	sipakon	sipakon	1	
BrDusun	kick	ñipak	nipak	1	
LBisaya	kick	ñipak	nipak	1	
Lotud	kick	monipak	monipak	1	
Burusu	kick	n͂ipak	nipak	1	
Idaan	kick	mənipaʔ	m3nipa7	1	
Seguliud	kick	manipaʔ	manipa7	1	
Begak	kick	mənantik	m3nantik	1	
Bonggi	kick	nifak	nifak	1	
Molbog	kick	siminipaʔ	siminipa7	1	
Bulungan	kick	nyipeʔ	niipe7	1	
Keninjal	kick	təndaŋ	t3ndaN	2	
Hliboi Bidayuh	kick	tanakŋ	tanakN	2	
Paser	kick	təndaŋan	t3ndaNan	2	
Apo Kayan Kayan	kick	tanteə̯ŋ	tante3N	2	
Modang woeg helag	kick	təkeə̯h	t3ke3h	2	
Gaai	kick	təndaŋan ?	t3ndaNan	2	
Kejaman	kick	tadeə̯ŋ	tade3N	2	
Aoheng	kick	təndaŋ	t3ndaN	2	
Ambalo	kick	manɛndaŋ	manEndaN	3	
Indonesian/Malay	kick	mənəndaŋ	m3n3ndaN	3	
Upper Kapuas Iban	kick	nənáŋ	n3naN	3	
Benyadu	kick	nandaŋ	nandaN	3	
Ngaju	kick	nakir	nakir	3	
Tabalar Basap	kick	inancəkan	inanT3kan	3	
Kelai	kick	nahʤæːl	nahjEl	3	
Kejaman	kick	nadeə̯ŋ	nade3N	3	
Beketan	kick	n͂agan	nagan	3	
Punan Lisum	kick	ñagan	nagan	3	
Kereho	kick	nokoŋ	nokoN	3	
Kereho	kick	noraʤaŋ	norajaN	3	
SBisaya	kick	manadaŋ	manadaN	3	
BrDusun	kick	nandaŋ	nandaN	3	
LBisaya	kick	nandaŋ	nandaN	3	
Segai Basap	kick	ʤah	jah	4	
Benyadu	kill	ŋamis	Namis	1	
Bekati	kill	ŋamih	Namih	1	
Ribun	kill	ŋkomis	Nkomis	1	
Ketapang	kill	məmatian	m3matian	2	
Kadorih	kill	ŋapaʰtoy	Napahtoi	2	
Ngaju	kill	məmpatey	m3mpatei	2	
Ngorek	kill	nəmate	n3mate	2	
Baram Kayan	kill	ləmatay	l3matai	2	
Apo Kayan Kayan	kill	ləmatay	l3matai	2	
Busang	kill	ləmate	l3mate	2	
Bahau Saq	kill	pəpatae̯	p3patae	2	
PKM	kill	ləmatay	l3matai	2	
Long Gelat	kill	ləmətey	l3m3tei	2	
Gaai	kill	lamas	lamas	2	
Penan Jekitan	kill	məmatay	m3matai	2	
Penan Beku	kill	məmatay	m3matai	2	
Vo	kill	nəmatay	n3matai	2	
Pawe	kill	ñəmatay	3matai	2	
Gah	kill	ləmatay	l3matai	2	
Laang	kill	lamatay	lamatai	2	
Sawa	kill	ləmatay	l3matai	2	
Tau	kill	ləmatay	l3matai	2	
Narum	kill	patay	patai	2	
Kiput	kill	kataay	kataai	2	
SBisaya	kill	mamatay	mamatai	2	
BrDusun	kill	mamatay	mamatai	2	
LBisaya	kill	mamatay	mamatai	2	
Lotud	kill	mamatay	mamatai	2	
Burusu	kill	ŋamatoy	Namatoi	2	
Bonggi	kill	mmati	mmati	2	
Taman	kill	muːnoʔ	muno7	3	
Ambalo	kill	maunoʔ	mauno7	3	
Indonesian/Malay	kill	məmbunuh	m3mbunuh	3	
Kendayan 2	kill	mambunuh	mambunuh	3	
Keninjal	kill	məmbunuh	m3mbunuh	3	
Seberuang	kill	bunuə̯h	bunu3h	3	
Upper Kapuas Iban	kill	munuə̯h	munu3h	3	
Mualang	kill	məmbunoə̯h	m3mbuno3h	3	
Kapuas	kill	məmunuʔ	m3munu7	3	
Bakumpai	kill	məmunuʔ	m3munu7	3	
Maanyan	kill	munuʔ	munu7	3	
Dusun	kill	munuʔ	munu7	3	
Benuaq	kill	munu	munu	3	
Tunjung	kill	munuːʔ	munu7	3	
Basap (Lebo)	kill	məmbunoʔ	m3mbuno7	3	
Tabalar Basap	kill	imunuh	imunuh	3	
Segai Basap	kill	bunuh	bunuh	3	
Dalat Melanau	kill	munoʔ	muno7	3	
Buket	kill	munuʔ	munu7	3	
Lun-Dayeh	kill	munuʔ	munu7	3	
Miri	kill	munoʔ	muno7	3	
Idaan	kill	məmunuʔ	m3munu7	3	
Seguliud	kill	mamunuʔ	mamunu7	3	
Begak	kill	məmunuʔ	m3munu7	3	
Molbog	kill	momunuʔ	momunu7	3	
Bulungan	kill	munu	munu	3	
Tawoyan	kill	pəkate	p3kate	4	
Tunjung	kill	pakateʔ	pakate7	4	
Kelai	kill	pələmas	p3l3mas	4	
Sekapan	kill	pagətao̯ʔ	pag3tao7	4	
Kejaman	kill	kətəwʔ	k3t3w7	4	
Lahanan	kill	pəgətuʔ	p3g3tu7	4	
Berawan (jeegan)	kill	pələta	p3l3ta	4	
Berawan (Terawan)	kill	pələtəh	p3l3t3h	4	
Hliboi Bidayuh	kill	náboə̯s	nabo3s	5	
Sungkung	kill	n̩abɨs	nab3s	5	
Golik	kill	pənəbɘs	p3n3b3s	5	
Jangkang	kill	bokobɛʔ	bokobE7	5	
Pangkodan Sanggau	kill	ŋkɔbis	Nkobis	5	
Kanowit	kill	ŋəbeh	N3beh	5	
Kanowit	kill	kubeh	kubeh	5	
Punan Bah	kill	maŋovo	maNovo	5	
Beketan	kill	ŋavo	Navo	5	
Beketan	kill	kabo	kabo	5	
Punan Lisum	kill	ŋavɘ	Nav3	5	
Punan Aput	kill	ŋavo	Navo	5	
Ukit	kill	ŋavə	Nav3	5	
Hovongan	kill	ŋovo	Novo	5	
Kereho	kill	ŋovo	Novo	5	
Seputan	kill	poŋovo	poNovo	5	
Aoheng	kill	pəŋovo	p3Novo	5	
Kelabit	kill	ŋate	Nate	5	
Mpraa	kill	mataːe̯ lʊu̯ŋʷ	mataeluuNw	6	
Ambalo	kiss	suum	suum	1	
Indonesian/Malay	kiss	cium	Tium	1	
Kendayan 2	kiss	cium	Tium	1	
Ketapang	kiss	ciom	Tiom	1	
Keninjal	kiss	n͂ium	nium	1	
Seberuang	kiss	sium	sium	1	
Upper Kapuas Iban	kiss	ñium	nium	1	
Mualang	kiss	cioə̯m	Tio3m	1	
Benyadu	kiss	ñium	nium	1	
Bekati	kiss	cium	Tium	1	
Hliboi Bidayuh	kiss	sium	sium	1	
Sungkung	kiss	cium	Tium	1	
Ribun	kiss	ncium	nTium	1	
Pangkodan Sanggau	kiss	cium	Tium	1	
Kadorih	kiss	ñium	nium	1	
Ngaju	kiss	ñium	nium	1	
Bakumpai	kiss	siŋut	siNut	1	
Maanyan	kiss	siuk	siuk	1	
Dusun	kiss	siuk	siuk	1	
Dusun	kiss	n͂iuk	niuk	1	
Dusun	kiss	nasiuk	nasiuk	1	
Dusun	kiss	bakasiuk	bakasiuk	1	
Ukit	kiss	cuʔ	Tu7	1	
Buket	kiss	duʔ	du7	1	
Golik	kiss	ñonok	nonok	2	
Tawoyan	kiss	ŋənok	N3nok	2	
Benuaq	kiss	ŋənok	N3nok	2	
Tunjung	kiss	ŋənuk	N3nuk	2	
Apo Kayan Kayan	kiss	kəbuːʔ	k3bu7	3	
Busang	kiss	kəbuʔ	k3bu7	3	
Kapuas	kiss	məñiŋut	m3niNut	4	
Long Gelat	kiss	məneyh	m3neih	4	
Long Gelat	kiss	mənih	m3nih	4	
Dalat Melanau	kiss	məmuy	m3mui	4	
Lun-Dayeh	kiss	məŋəp	m3N3p	4	
Basap (Lebo)	kiss	ñəmuʔ	n3mu7	5	
Modang woeg helag	kiss	əməwʔ	3m3w7	5	
Ngorek	kiss	marət	mar3t	6	
Mpraa	kiss	mpao̯ʔ	mpao7	6	
Baram Kayan	kiss	marek	marek	6	
Kelai	kiss	mɒʔ	mo7	6	
Sekapan	kiss	maraʔ	mara7	6	
Kejaman	kiss	marək	mar3k	6	
Lahanan	kiss	marək	mar3k	6	
Punan Tuvu'	kiss	mərok	m3rok	6	
Punan Bah	kiss	medua̯ʔ	medua7	6	
Beketan	kiss	ŋarok	Narok	6	
Punan Lisum	kiss	marək	mar3k	6	
Punan Aput	kiss	marok	marok	6	
Hovongan	kiss	maraʔ	mara7	6	
Kereho	kiss	naraʔ	nara7	6	
Seputan	kiss	naɾa	nara	6	
Aoheng	kiss	nara	nara	6	
Sebop (old)	kiss	parək	par3k	6	
Penan Mubui	kiss	marək	mar3k	6	
Vo	kiss	marək	mar3k	6	
Pawe	kiss	paʔoʔ	pa7o7	6	
Gah	kiss	paʔoʔ	pa7o7	6	
Laang	kiss	maʔoʔ	ma7o7	6	
Sawa	kiss	maʔoʔ	ma7o7	6	
Tau	kiss	maʔoʔ	ma7o7	6	
Badeng	kiss	maʔoʔ	ma7o7	6	
Kiput	kiss	madək	mad3k	6	
Burusu	kiss	ŋadok	Nadok	6	
Jangkang	kiss	botodoʔ	botodo7	7	
Taman	knee	lutut	lutut	1	
Ambalo	knee	liŋkutut	liNkutut	1	
Indonesian/Malay	knee	lutut	lutut	1	
Ketapang	knee	bəkutot	b3kutot	1	
Keninjal	knee	tuɣut	tuxut	1	2
Seberuang	knee	lutut	lutut	1	
Mualang	knee	lutot	lutot	1	
Bekati	knee	tukuk	tukuk	1	3
Golik	knee	bəkutot	b3kutot	1	
Jangkang	knee	baʔ tuot	ba7tuot	1	
Pangkodan Sanggau	knee	lutut	lutut	1	
Ngaju	knee	utut	utut	1	
Kapuas	knee	tut	tut	1	
Bakumpai	knee	lutut	lutut	1	
Penan Jekitan	knee	lulut	lulut	1	4
Penan Beku	knee	lulut	lulut	1	4
Narum	knee	tawt	tawt	1	
Kiput	knee	tot	tot	1	
SBisaya	knee	otud	otud	1	
BrDusun	knee	atud	atud	1	
LBisaya	knee	atud	atud	1	
Lotud	knee	otud	otud	1	
Burusu	knee	atud	atud	1	
Bonggi	knee	otud	otud	1	
Bulungan	knee	tənturut	t3nturut	1	2
Tawoyan	knee	təkaləw	t3kal3w	2	5
Benuaq	knee	təkoloᵏŋ	t3koloN	2	6
Tunjung	knee	təkoloᵏŋ	t3koloN	2	6
Gaai	knee	kuloə̯n	kulo3n	3	7
Kelai	knee	kaʔloə̯n	ka7lo3n	3	7
Upper Kapuas Iban	knee	batoə̯ŋ	bato3N	4	8
Benyadu	knee	abak tukukŋ	abaktukukN	4	9
Hliboi Bidayuh	knee	bəkiluə̯b	b3kilu3b	4	5
Sungkung	knee	bɨkolob	b3kolob	4	5
Ribun	knee	boʔ tuaʔ	bo7tua7	4	10
Paser	knee	bokut	bokut	4	11
Ngorek	knee	bukun	bukun	4	11
Apo Kayan Kayan	knee	bukuŋ	bukuN	4	11
Busang	knee	bukuŋ	bukuN	4	11
Kanowit	knee	bukup	bukup	4	12
Sekapan	knee	bukua	bukua	4	11
Kejaman	knee	bukuə̯ŋ	buku3N	4	11
Lahanan	knee	bukoŋ	bukoN	4	11
Beketan	knee	bukup	bukup	4	12
Punan Lisum	knee	bukup	bukup	4	12
Ukit	knee	bukup	bukup	4	12
Buket	knee	bukup	bukup	4	12
Hovongan	knee	bookup	bookup	4	12
Kereho	knee	bohokup	bohokup	4	12
Seputan	knee	bohokup	bohokup	4	12
Aoheng	knee	bokup	bokup	4	12
Molbog	knee	bukuʔbukuʔ	buku7buku7	4	13
Punan Tuvu'	knee	luow	luow	5	
Punan Bah	knee	luow	luow	5	
Kadorih	knee	kaɾop	karop	6	5
Dusun	knee	alep	alep	6	5
Basap (Lebo)	knee	aləm	al3m	6	5
Tabalar Basap	knee	ulaləm	ulal3m	6	5
Segai Basap	knee	aləm	al3m	6	5
Dalat Melanau	knee	təŋaləb	t3Nal3b	6	5
Punan Aput	knee	lop	lop	6	5
Sebop (old)	knee	uñoʔ ləp	uno7l3p	6	5
Penan Mubui	knee	ləp	l3p	6	5
Vo	knee	ləp	l3p	6	5
Pawe	knee	ləp	l3p	6	5
Gah	knee	ləp	l3p	6	5
Laang	knee	ləp	l3p	6	5
Sawa	knee	ləp	l3p	6	5
Tau	knee	ləp	l3p	6	5
Badeng	knee	ləp	l3p	6	5
Lun-Dayeh	knee	aləb	al3b	6	5
Kelabit	knee	aləb	al3b	6	5
Berawan (jeegan)	knee	ləm	l3m	6	5
Berawan (Terawan)	knee	ulo ləm	ulol3m	6	5
Idaan	knee	alob	alob	6	5
Seguliud	knee	alob	alob	6	5
Begak	knee	alob	alob	6	5
Long Gelat	knee	dəo̯ʔ bəkən	d3o7b3k3n	7	14
Modang woeg helag	knee	dəwʔ tap	d3w7tap	8	14
Molbog	knee	bulanbulan	bulanbulan	9	15
Rungus	knee	otud			1
Kadazan Kimanis	knee	otud			1
Dumpas	knee	otud			1
Lingkabau	knee	ətud			1
Lobu Lanas	knee	ətud			1
Tatana	knee	atud			1
Papar	knee	atud			1
Timugon Murut	knee	atur			1
Tidung Sumbol	knee	atud			1
Ketapang	knife	ladiŋ  pisaw	ladiNpisaw	1	
Benyadu	knife	ladiŋ	ladiN	1	
Bekati	knife	ladiŋ	ladiN	1	
Basap (Lebo)	knife	rocoŋ	roToN	1	
Tabalar Basap	knife	ladiŋ	ladiN	1	
Segai Basap	knife	ladiŋ	ladiN	1	
Punan Bah	knife	ləgwaŋ	l3gwaN	1	
Pawe	knife	ilaŋ	ilaN	1	
Seguliud	knife	ladiŋ	ladiN	1	
Bonggi	knife	ladikŋ	ladikN	1	
Molbog	knife	ladiŋ	ladiN	1	
Bulungan	knife	ladiŋ	ladiN	1	
Seberuang	knife	luŋaʔ	luNa7	2	
Bekati	knife	suna̰ː	suna	2	
Hliboi Bidayuh	knife	hnia̯ʔ	hnia7	2	
Sungkung	knife	sunaʔ	suna7	2	
Jangkang	knife	sina	sina	2	
Segai Basap	knife	tun͂aŋ	tunaN	2	
Ngorek	knife	yoh	ioh	3	
Baram Kayan	knife	yuh	iuh	3	
Punan Bah	knife	yuː	iu	3	
Buket	knife	aguʔ	agu7	3	
Dalat Melanau	knife	usid	usid	4	
Dalat Melanau	knife	isid	isid	4	
Ambalo	knife	sikɪn	sikin	5	
Golik	knife	sikɛtˀn	sikEtn	5	
Jangkang	knife	sikɛtn	sikEtn	5	
Ribun	knife	sikiə̯tn	siki3tn	5	
Pangkodan Sanggau	knife	sikɛn	sikEn	5	
Hovongan	knife	sikin	sikin	5	
Sebop (old)	knife	naat	naat	6	
Penan Mubui	knife	nahat	nahat	6	
Penan Jekitan	knife	pənat	p3nat	7	
Penan Beku	knife	pənat	p3nat	7	
Indonesian/Malay	knife	pisau	pisau	8	
Keninjal	knife	isaw	isaw	8	
Seberuang	knife	isao̯	isao	8	
Upper Kapuas Iban	knife	pisoʔ	piso7	8	
SBisaya	knife	pisow	pisow	8	
SBisaya	knife	pisaw	pisaw	8	
BrDusun	knife	isaw	isaw	8	
LBisaya	knife	pisaw	pisaw	8	
Modang woeg helag	knife	pet es	petes	9	
Vo	knife	puʔeh	pu7eh	9	
Gah	knife	puʔe	pu7e	9	
Laang	knife	puʔe	pu7e	9	
Sawa	knife	puʔe	pu7e	9	
Tau	knife	puʔe	pu7e	9	
Badeng	knife	poʔe	po7e	9	
Berawan (jeegan)	knife	væʔ	vE7	9	
Berawan (Terawan)	knife	bɛʔ	bE7	9	
Lotud	knife	paʔis	pa7is	9	
Idaan	knife	denop	denop	10	
Begak	knife	denop	denop	10	
Kereho	knife	acaʔ	aTa7	11	
Kiput	knife	uppet	uppet	12	
Indonesian/Malay	knuckle	buku	buku	1	
Kendayan 2	knuckle	buku	buku	1	
Ketapang	knuckle	buku	buku	1	
Upper Kapuas Iban	knuckle	bukoʔ	buko7	1	
Mualang	knuckle	bukoa̯ʔ	bukoa7	1	
Benyadu	knuckle	bukuʔ	buku7	1	
Golik	knuckle	bukuʔ	buku7	1	
Pangkodan Sanggau	knuckle	buku	buku	1	
Kadorih	knuckle	bukuʔ tuɾaŋ	buku7turaN	1	
Ngaju	knuckle	bukuʔ	buku7	1	
Tawoyan	knuckle	bərəmukuʔ	b3r3muku7	1	
Benuaq	knuckle	bukuʔ	buku7	1	
Ngorek	knuckle	bukun səlaŋo	bukuns3laNo	1	
Baram Kayan	knuckle	bukoŋ usu	bukoNusu	1	2
Busang	knuckle	bukuŋ uʤoʔ	bukuNujo7	1	2
Bahau Saq	knuckle	huluːʔ	hulu7	1	3
Kanowit	knuckle	bukoʔ	buko7	1	
Sekapan	knuckle	bokaw	bokaw	1	
Punan Bah	knuckle	buku	buku	1	
Beketan	knuckle	bukuʔ tolaŋ	buku7tolaN	1	
Punan Lisum	knuckle	bukun	bukun	1	
Punan Aput	knuckle	bukun tolaŋ	bukuntolaN	1	
Buket	knuckle	bukuʔ tolaŋ	buku7tolaN	1	
Penan Mubui	knuckle	bukun  uʤoʔ	bukunujo7	1	
Penan Jekitan	knuckle	bukun oʤuʔ	bukunoju7	1	
Vo	knuckle	buku	buku	1	
Pawe	knuckle	bukəw	buk3w	1	
Gah	knuckle	buku	buku	1	
Laang	knuckle	buku	buku	1	
Sawa	knuckle	buku	buku	1	
Tau	knuckle	buku	buku	1	
Badeng	knuckle	buku	buku	1	
Lun-Dayeh	knuckle	bukuh	bukuh	1	
Kiput	knuckle	bukaw	bukaw	1	
Berawan (jeegan)	knuckle	bukiəw	buki3w	1	
Berawan (Terawan)	knuckle	bukoh	bukoh	1	
Burusu	knuckle	buku	buku	1	
Gaai	knuckle	koŋ	koN	2	4
Kelai	knuckle	oŋ	oN	2	4
Kelai	knuckle	əo̯ŋ	3oN	2	4
Kereho	knuckle	kiom	kiom	2	5
Keninjal	knuckle	tumoʔ	tumo7	3	6
Sebop (old)	knuckle	təmuʔ	t3mu7	3	6
Seberuang	knuckle	sikuː ʤaɣey	sikujaxei	4	7
Ribun	knuckle	kuhumpuə̯kŋ	kuhumpu3kN	5	8
Long Gelat	knuckle	təʔmuiñ təluə̯ŋ	t37muint3lu3N	6	9
Modang woeg helag	knuckle	tap pəliə̯n	tapp3li3n	7	10
Taman	lake	danoh	danoh	1	
Indonesian/Malay	lake	danau	danau	1	
Kendayan 2	lake	danaw	danaw	1	
Ketapang	lake	danaw	danaw	1	
Keninjal	lake	danaw	danaw	1	
Upper Kapuas Iban	lake	danao̯	danao	1	
Mualang	lake	danáw	danaw	1	
Benyadu	lake	dano	dano	1	
Golik	lake	donu	donu	1	
Ribun	lake	donu	donu	1	
Pangkodan Sanggau	lake	danaw	danaw	1	
Ngaju	lake	danaw	danaw	1	
Kapuas	lake	danaw	danaw	1	
Bakumpai	lake	danaw	danaw	1	
Maanyan	lake	danaw	danaw	1	
Dusun	lake	danaw	danaw	1	
Tawoyan	lake	dano	dano	1	
Paser	lake	danaw	danaw	1	
Tabalar Basap	lake	danaw	danaw	1	
Segai Basap	lake	danaw	danaw	1	
Apo Kayan Kayan	lake	danaw	danaw	1	
Hovongan	lake	danaw	danaw	1	
Kereho	lake	danaw	danaw	1	
Aoheng	lake	danaw	danaw	1	
Narum	lake	daniə̯w	dani3w	1	
Burusu	lake	danaw	danaw	1	
Benuaq	lake	nohan	nohan	2	
Tunjung	lake	kənohan	k3nohan	2	
Tunjung	lake	nohan	nohan	2	
Hliboi Bidayuh	lake	pagəo̯kŋ	pag3okN	3	
Hliboi Bidayuh	lake	pagokŋ	pagokN	3	
Kadorih	lake	ɾawaŋ	rawaN	3	
Apo Kayan Kayan	lake	baneə̯ŋ	bane3N	3	
Busang	lake	bawaŋ	bawaN	3	
Bahau Saq	lake	bawaːŋ	bawaN	3	
PKM	lake	bawaŋ	bawaN	3	
Long Gelat	lake	buiəŋ	bui3N	3	
Gaai	lake	alboŋ	alboN	3	
Kejaman	lake	bagweə̯ŋ	bagwe3N	3	
Lahanan	lake	bagwaŋ	bagwaN	3	
Beketan	lake	bukuŋ	bukuN	3	
Punan Lisum	lake	bukuŋ	bukuN	3	
Sebop (old)	lake	bawaŋ	bawaN	3	
Berawan (jeegan)	lake	bæwaŋ	bEwaN	3	
Ambalo	lake	kokoan	kokoan	4	
Modang woeg helag	lake	təkoᵍŋ	t3koN	4	
Kelai	lake	tkəo̯ŋ	tk3oN	4	
Sekapan	lake	təkuə	t3ku3	4	
Punan Bah	lake	takuə̯ŋ	taku3N	4	
Ukit	lake	takuŋ	takuN	4	
Bekati	lake	tumṵʔ	tumu7	5	
Sungkung	lake	topoʔ	topo7	5	
Lun-Dayeh	lake	tapa	tapa	5	
Seputan	lake	lovohu	lovohu	6	
Miri	lake	lubuːk	lubuk	6	
Punan Aput	lake	pokaʔ	poka7	7	
Buket	lake	laut	laut	8	
Taman	land	tanaʔ	tana7	1	
Ambalo	land	tanaʔ	tana7	1	
Indonesian/Malay	land	tanah	tanah	1	
Kendayan 2	land	tanah	tanah	1	
Ketapang	land	tanah	tanah	1	
Keninjal	land	tanah	tanah	1	
Seberuang	land	tanah	tanah	1	
Upper Kapuas Iban	land	tanæh	tanEh	1	
Mualang	land	tanáh	tanah	1	
Benyadu	land	tanaːʔ	tana7	1	
Bekati	land	tana̰ː	tana	1	
Hliboi Bidayuh	land	tanaːʔ	tana7	1	
Sungkung	land	tanaʔ	tana7	1	
Golik	land	tanaʔ	tana7	1	
Kadorih	land	tanaʔ	tana7	1	
Maanyan	land	taneʔ	tane7	1	
Dusun	land	taneʔ	tane7	1	
Tawoyan	land	tana	tana	1	
Paser	land	tanaʔ	tana7	1	
Benuaq	land	tanaː	tana	1	
Tunjung	land	tanaːʔ	tana7	1	
Basap (Lebo)	land	taneʔ	tane7	1	
Ngorek	land	tana	tana	1	
Mpraa	land	tanaː	tana	1	
Baram Kayan	land	tana	tana	1	
Apo Kayan Kayan	land	tanaːʔ	tana7	1	
Busang	land	tanaʔ	tana7	1	
Bahau Saq	land	tanaːʔ	tana7	1	
PKM	land	tanaʔ	tana7	1	
Long Gelat	land	təneʔ	t3ne7	1	
Modang woeg helag	land	tənə̯aːʔ	t3n3a7	1	
Gaai	land	tnaeʔ	tnae7	1	
Kelai	land	tnæːʔ	tnE7	1	
Dalat Melanau	land	tanaʔ	tana7	1	
Kanowit	land	tanaʔ	tana7	1	
Sekapan	land	tanaʔ	tana7	1	
Kejaman	land	tanaʔ	tana7	1	
Lahanan	land	tanaʔ	tana7	1	
Punan Tuvu'	land	tanoʔ	tano7	1	
Punan Bah	land	tanoʔ	tano7	1	
Beketan	land	tanoʔ	tano7	1	
Punan Lisum	land	tanoʔ	tano7	1	
Punan Aput	land	tanoʔ	tano7	1	
Ukit	land	tanaʔ	tana7	1	
Buket	land	tanaʔ	tana7	1	
Hovongan	land	tana	tana	1	
Kereho	land	tánaʔ	tana7	1	
Seputan	land	tana	tana	1	
Aoheng	land	tana	tana	1	
Sebop (old)	land	tanaʔ	tana7	1	
Penan Jekitan	land	tanaʔ	tana7	1	
Penan Beku	land	tanaʔ	tana7	1	
Vo	land	tanaʔ	tana7	1	
Pawe	land	tanaʔ	tana7	1	
Gah	land	tanaʔ	tana7	1	
Sawa	land	tanaʔ	tana7	1	
Tau	land	tanaʔ	tana7	1	
Badeng	land	tanaʔ	tana7	1	
Lun-Dayeh	land	tanaʔ	tana7	1	
Kelabit	land	tanaʔ	tana7	1	
Miri	land	tanaːʔ	tana7	1	
Narum	land	tanaʔ	tana7	1	
Kiput	land	tanaaʔ	tanaa7	1	
Berawan (jeegan)	land	tana	tana	1	
Berawan (Terawan)	land	taba	taba	1	2
SBisaya	land	tanaʔ	tana7	1	
BrDusun	land	tanaʔ	tana7	1	
LBisaya	land	tanaʔ	tana7	1	
Lotud	land	tanaʔ	tana7	1	
Burusu	land	tanaʔ	tana7	1	
Bonggi	land	tanaʔ	tana7	1	
Bulungan	land	tana	tana	1	
Jangkang	land	poya	poia	2	3
Ribun	land	poyoː	poio	2	3
Pangkodan Sanggau	land	poyá	poia	2	3
Ngaju	land	petak	petak	3	4
Kapuas	land	petak	petak	3	4
Bakumpai	land	petak	petak	3	4
Idaan	land	butaʔ	buta7	3	5
Seguliud	land	butaʔ	buta7	3	5
Begak	land	butaʔ	buta7	3	5
Molbog	land	logtaʔ	logta7	3	6
Rungus	land	tanaʔ			1
Kadazan Kimanis	land	tanaʔ			1
Dumpas	land	tanaʔ			1
Lingkabau	land	tanaʔ			1
Lobu Lanas	land	tanaʔ			1
Tatana	land	tanaʔ			1
Papar	land	tanaʔ			1
Timugon Murut	land	tanaʔ			1
Tidung Sumbol	land	tanaʔ			1
Taman	large fly	lalat	lalat	1	
Ambalo	large fly	lalás	lalas	1	
Indonesian/Malay	large fly	lalat	lalat	1	
Kendayan 2	large fly	lalat	lalat	1	
Ketapang	large fly	laŋaw	laNaw	1	
Keninjal	large fly	lalat	lalat	1	
Seberuang	large fly	lalat	lalat	1	
Upper Kapuas Iban	large fly	lalat	lalat	1	
Mualang	large fly	lalat	lalat	1	
Benyadu	large fly	lalat	lalat	1	
Bekati	large fly	ʤaɣaŋo	jaxaNo	1	
Hliboi Bidayuh	large fly	lalat	lalat	1	
Golik	large fly	lalat	lalat	1	
Pangkodan Sanggau	large fly	lalat	lalat	1	
Kadorih	large fly	ɾaŋow	raNow	1	
Ngaju	large fly	laŋaw	laNaw	1	
Kapuas	large fly	laŋaw	laNaw	1	
Maanyan	large fly	lalet	lalet	1	
Dusun	large fly	lalet	lalet	1	
Dusun	large fly	reah	reah	1	
Benuaq	large fly	ləŋalo	l3Nalo	1	
Tunjung	large fly	laŋaw	laNaw	1	
Tabalar Basap	large fly	laŋaw	laNaw	1	
Segai Basap	large fly	lalaw	lalaw	1	
Segai Basap	large fly	laŋaw	laNaw	1	
Ngorek	large fly	laŋo	laNo	1	
Mpraa	large fly	laŋao̯	laNao	1	
Baram Kayan	large fly	laŋaw	laNaw	1	
Kelai	large fly	lŋaw	lNaw	1	
Dalat Melanau	large fly	laŋaw	laNaw	1	
Kanowit	large fly	laŋaw	laNaw	1	
Kejaman	large fly	laŋaw	laNaw	1	
Lahanan	large fly	laŋaw	laNaw	1	
Punan Tuvu'	large fly	laŋow	laNow	1	
Punan Bah	large fly	laŋuow	laNuow	1	
Beketan	large fly	laŋow	laNow	1	
Punan Lisum	large fly	laŋo	laNo	1	
Punan Aput	large fly	luŋow	luNow	1	
Ukit	large fly	laŋo	laNo	1	
Vo	large fly	laŋaw biləŋ	laNawbil3N	1	
Gah	large fly	laŋaw biloŋ	laNawbiloN	1	
Sawa	large fly	laŋaw ulək	laNawul3k	1	
Lun-Dayeh	large fly	laləd	lal3d	1	
Kelabit	large fly	laləd	lal3d	1	
Miri	large fly	lalat	lalat	1	
