doculect	concept	ipa	asjp	cogid	Gold
Narum	large fly	lalat	lalat	1	
Idaan	large fly	laŋaw	laNaw	1	
Seguliud	large fly	laŋaw	laNaw	1	
Begak	large fly	laŋow	laNow	1	
Bonggi	large fly	fəraŋat	f3raNat	1	
Molbog	large fly	laŋow	laNow	1	
Bulungan	large fly	raŋaw	raNaw	1	
Bulungan	large fly	lalat	lalat	1	
Paser	large fly	suakaŋ	suakaN	2	
Basap (Lebo)	large fly	təmakəŋ	t3mak3N	2	
Hovongan	large fly	dorakaŋ	dorakaN	2	
Ribun	large fly	nahik	nahik	3	
Buket	large fly	ñamok	namok	3	
Seputan	large fly	ñamoʔ kakap	namo7kakap	3	
Sungkung	large fly	tulaʔ	tula7	4	
Sekapan	large fly	kətəp	k3t3p	5	
Kereho	large fly	bovurop	bovurop	6	
Kiput	large fly	pəcət	p3T3t	7	
Berawan (jeegan)	large fly	okawʔʷ	okaw7w	8	
Berawan (Terawan)	large fly	pəlikeʔ	p3like7	9	
Burusu	large fly	boŋkolod	boNkolod	10	
Taman	large mortar	lesuŋ	lesuN	1	
Ambalo	large mortar	linsuŋan	linsuNan	1	
Kendayan 2	large mortar	lasuŋ	lasuN	1	
Ketapang	large mortar	linsoŋan	linsoNan	1	
Keninjal	large mortar	losuŋ	losuN	1	
Seberuang	large mortar	ləsuə̯ŋ	l3su3N	1	
Upper Kapuas Iban	large mortar	ləsóə̯ŋ	l3so3N	1	
Mualang	large mortar	ləsoə̯ŋ	l3so3N	1	
Benyadu	large mortar	lasukŋ	lasukN	1	
Bekati	large mortar	sansuŋan	sansuNan	1	
Hliboi Bidayuh	large mortar	suə̯kŋ	su3kN	1	
Sungkung	large mortar	sokŋ	sokN	1	
Golik	large mortar	lɔsuŋ	losuN	1	
Jangkang	large mortar	ɣosokŋ	xosokN	1	
Ribun	large mortar	hɔsuə̯kŋ	hosu3kN	1	
Pangkodan Sanggau	large mortar	losoŋ	losoN	1	
Kadorih	large mortar	ɾosuŋ	rosuN	1	
Ngaju	large mortar	lisuŋ	lisuN	1	
Maanyan	large mortar	lehuŋ	lehuN	1	
Dusun	large mortar	lehuᵍŋ	lehuN	1	
Tawoyan	large mortar	losuŋ	losuN	1	
Paser	large mortar	ləsuŋ	l3suN	1	
Benuaq	large mortar	losuᵏŋ	losuN	1	
Tunjung	large mortar	ləsuᵏŋ	l3suN	1	
Tabalar Basap	large mortar	ləsoŋ	l3soN	1	
Segai Basap	large mortar	ləsoŋ	l3soN	1	
Ngorek	large mortar	lohoŋ	lohoN	1	
Mpraa	large mortar	ləhuːə̯	l3hu3	1	
Baram Kayan	large mortar	soŋ	soN	1	
Apo Kayan Kayan	large mortar	sʸuŋ	suN	1	
Bahau Saq	large mortar	huːŋ	huN	1	
PKM	large mortar	ləsuŋ	l3suN	1	
Long Gelat	large mortar	soaŋ	soaN	1	
Modang woeg helag	large mortar	soᵍŋ	soN	1	
Kelai	large mortar	sɒŋ	soN	1	
Kanowit	large mortar	ləsuŋ	l3suN	1	
Sekapan	large mortar	ləcua	l3Tua	1	
Kejaman	large mortar	ləsuə̯ŋ	l3su3N	1	
Lahanan	large mortar	ləsuŋ	l3suN	1	
Punan Tuvu'	large mortar	luŋ	luN	1	
Punan Bah	large mortar	lowəŋ	low3N	1	
Beketan	large mortar	lahuŋ	lahuN	1	
Punan Lisum	large mortar	lahuŋ	lahuN	1	
Punan Aput	large mortar	suŋ	suN	1	
Ukit	large mortar	lasuŋ	lasuN	1	
Buket	large mortar	lasuŋ	lasuN	1	
Hovongan	large mortar	losuŋ	losuN	1	
Kereho	large mortar	losuŋ	losuN	1	
Seputan	large mortar	losuŋ	losuN	1	
Aoheng	large mortar	losuŋ	losuN	1	
Penan Mubui	large mortar	son	son	1	2
Vo	large mortar	son	son	1	2
Pawe	large mortar	ləsuŋ	l3suN	1	
Gah	large mortar	ləsoŋ	l3soN	1	
Laang	large mortar	ləsoŋ	l3soN	1	
Sawa	large mortar	ləsuŋ	l3suN	1	
Tau	large mortar	ləsoŋ	l3soN	1	
Badeng	large mortar	ləsoŋ	l3soN	1	
Lun-Dayeh	large mortar	iuŋ	iuN	1	
Kelabit	large mortar	luŋiŋ	luNiN	1	3
Kiput	large mortar	soə̯	so3	1	
Berawan (jeegan)	large mortar	cawŋ	TawN	1	
Berawan (Terawan)	large mortar	coŋ	ToN	1	
SBisaya	large mortar	osuŋ	osuN	1	
BrDusun	large mortar	lasuŋ	lasuN	1	
BrDusun	large mortar	asuŋ	asuN	1	
LBisaya	large mortar	lasuŋ	lasuN	1	
Lotud	large mortar	osuŋ	osuN	1	
Idaan	large mortar	ssung	ssung	1	
Seguliud	large mortar	ssung	ssung	1	
Begak	large mortar	ssung	ssung	1	
Bonggi	large mortar	osukng	osukng	1	
Molbog	large mortar	losung	losung	1	
Bulungan	large mortar	ləsung	l3sung	1	
Bakumpai	large mortar	haluʔ	halu7	2	4
Gaai	large mortar	alaw	alaw	3	4
Dalat Melanau	large mortar	ʤuliː	juli	4	5
Penan Jekitan	large mortar	adip	adip	5	6
Burusu	large mortar	tutuan	tutuan	6	7
Rungus	large mortar	onsung			1
Kadazan Kimanis	large mortar	osung			1
Dumpas	large mortar	onsung			1
Lingkabau	large mortar	ənsung			1
Lobu Lanas	large mortar	tutuan			7
Tatana	large mortar	tutuan			7
Papar	large mortar	tutuan			7
Timugon Murut	large mortar	tutuan			7
Tidung Sumbol	large mortar	tutuan			7
Ambalo	large pestle	alu	alu	1	
Indonesian/Malay	large pestle	alu	alu	1	
Kendayan 2	large pestle	palu	palu	1	
Ketapang	large pestle	halu	halu	1	
Keninjal	large pestle	alu	alu	1	
Seberuang	large pestle	alow	alow	1	
Upper Kapuas Iban	large pestle	alúː	alu	1	
Mualang	large pestle	alúː	alu	1	
Benyadu	large pestle	aru	aru	1	
Bekati	large pestle	aɣu	axu	1	
Hliboi Bidayuh	large pestle	aləu̯h	al3uh	1	
Sungkung	large pestle	aluh	aluh	1	
Jangkang	large pestle	aɣuh	axuh	1	
Ribun	large pestle	alu	alu	1	
Pangkodan Sanggau	large pestle	alú	alu	1	
Kadorih	large pestle	haɾuʔ	haru7	1	
Ngaju	large pestle	haluʔ	halu7	1	
Maanyan	large pestle	alu	alu	1	
Dusun	large pestle	alu	alu	1	
Tawoyan	large pestle	aluʔ	alu7	1	
Paser	large pestle	alu ?	alu	1	
Benuaq	large pestle	aluʔ	alu7	1	
Tunjung	large pestle	aluʔ	alu7	1	
Segai Basap	large pestle	aluh	aluh	1	
Ngorek	large pestle	lu	lu	1	
Mpraa	large pestle	lao̯ʔ	lao7	1	
Baram Kayan	large pestle	aloʔ	alo7	1	
Apo Kayan Kayan	large pestle	aloːʔ	alo7	1	
Bahau Saq	large pestle	aloːʔ	alo7	1	
PKM	large pestle	alu	alu	1	
Long Gelat	large pestle	alaː	ala	1	
Modang woeg helag	large pestle	əlaə̯̈	3la3	1	
Kelai	large pestle	alaw	alaw	1	
Punan Tuvu'	large pestle	aluʔ	alu7	1	
Punan Bah	large pestle	luow	luow	1	
Sebop (old)	large pestle	luʔ	lu7	1	
Penan Mubui	large pestle	uʤaʔ	uja7	1	2
Vo	large pestle	puʄak	puCak	1	3
Pawe	large pestle	ləw	l3w	1	
Gah	large pestle	lu	lu	1	
Laang	large pestle	lu	lu	1	
Sawa	large pestle	lu	lu	1	
Tau	large pestle	lu	lu	1	
Badeng	large pestle	lu	lu	1	
Lun-Dayeh	large pestle	aluh	aluh	1	
SBisaya	large pestle	olu	olu	1	
BrDusun	large pestle	alu	alu	1	
LBisaya	large pestle	alu	alu	1	
Lotud	large pestle	olu	olu	1	
Idaan	large pestle	gəllu	g3llu	1	
Seguliud	large pestle	gollu	gollu	1	
Begak	large pestle	gəllu	g3llu	1	
Bonggi	large pestle	golu	golu	1	
Bulungan	large pestle	lu	lu	1	
Bulungan	large pestle	alu	alu	1	
Kanowit	large pestle	təpa	t3pa	2	4
Sekapan	large pestle	təpa	t3pa	2	4
Kiput	large pestle	təpəh	t3p3h	2	4
Berawan (jeegan)	large pestle	təpa	t3pa	2	4
Berawan (jeegan)	large pestle	təppa	t3ppa	2	4
Berawan (Terawan)	large pestle	təppəh	t3pp3h	2	4
Kejaman	large pestle	uɮin	uLin	3	5
Lahanan	large pestle	uɮin	uLin	3	5
Taman	large pestle	linsuŋan	linsuNan	4	6
Bakumpai	large pestle	liŋsuŋ	liNsuN	4	6
Gaai	large pestle	sɒwŋ	sowN	4	7
Beketan	large pestle	suʔan	su7an	4	8
Punan Lisum	large pestle	suʔan	su7an	4	8
Punan Aput	large pestle	suʔan	su7an	4	8
Ukit	large pestle	suʔan	su7an	4	8
Buket	large pestle	suʔan	su7an	4	8
Hovongan	large pestle	suʔan	su7an	4	8
Kereho	large pestle	suʔan	su7an	4	8
Seputan	large pestle	suʔan	su7an	4	8
Aoheng	large pestle	suʔan	su7an	4	8
Dalat Melanau	large pestle	tug	tug	5	9
Burusu	large pestle	tutu	tutu	5	10
Golik	large pestle	pəŋəmpəh	p3N3mp3h	6	11
Dalat Melanau	large pestle	tutug to pound	tutugtopound	7	12
Molbog	large pestle	lolobok	lolobok	8	13
Rungus	large pestle	goho£uʔ			1
Kadazan Kimanis	large pestle	oohu			1
Dumpas	large pestle	goolu			1
Lingkabau	large pestle	gaalu			1
Lobu Lanas	large pestle	alu			1
Tatana	large pestle	tutu			10
Papar	large pestle	tutu			10
Timugon Murut	large pestle	tutu			10
Tidung Sumbol	large pestle	tutuʔ			10
Taman	laugh	tataːwa	tatawa	1	
Ambalo	laugh	tatawa	tatawa	1	
Ketapang	laugh	tətawo	t3tawo	1	
Hliboi Bidayuh	laugh	tiwəo̯h	tiw3oh	1	
Sungkung	laugh	ntawɨh	ntaw3h	1	
Golik	laugh	notou	notou	1	
Jangkang	laugh	notaw	notaw	1	
Ribun	laugh	notao	notao	1	
Pangkodan Sanggau	laugh	notau	notau	1	
Kadorih	laugh	ŋataoʔ	Natao7	1	
Ngaju	laugh	tataweʔ	tatawe7	1	
Kapuas	laugh	tətaweʔ	t3tawe7	1	
Bakumpai	laugh	tətaweʔ	t3tawe7	1	
Tunjung	laugh	tagaʔ	taga7	1	
Basap (Lebo)	laugh	nətawa	n3tawa	1	
Segai Basap	laugh	tətawa	t3tawa	1	
Kejaman	laugh	təʔagwah	t37agwah	1	
Vo	laugh	tawɨ	taw3	1	
Gah	laugh	tawa	tawa	1	
Berawan (jeegan)	laugh	tava	tava	1	
Berawan (Terawan)	laugh	tabəh	tab3h	1	
Bulungan	laugh	tawa	tawa	1	
Maanyan	laugh	kakihiʔ	kakihi7	2	
Dusun	laugh	kamihiʔ	kamihi7	2	
Tawoyan	laugh	kokaʔ	koka7	3	
Paser	laugh	koka	koka	3	
Benuaq	laugh	koka	koka	3	
Tabalar Basap	laugh	nasiŋ	nasiN	4	
Mpraa	laugh	kihiːə̯	kihi3	4	5
Baram Kayan	laugh	kəsiŋ	k3siN	4	5
Apo Kayan Kayan	laugh	kəsiə̯ŋ	k3si3N	4	5
Busang	laugh	kəsiŋ	k3siN	4	5
Bahau Saq	laugh	kihiːŋ	kihiN	4	5
PKM	laugh	kəsiŋ	k3siN	4	5
Miri	laugh	nəseːŋ	n3seN	4	5
Narum	laugh	ŋəseə̯ŋ	N3se3N	4	5
Long Gelat	laugh	ənloʔ	3nlo7	5	6
Modang woeg helag	laugh	ənlɒʔ	3nlo7	5	6
Gaai	laugh	lɒʔ	lo7	5	6
Sekapan	laugh	meɮaʔ	meLa7	5	7
Lahanan	laugh	miɮak	miLak	5	7
Sebop (old)	laugh	alaʔ	ala7	5	8
Penan Mubui	laugh	malaʔ	mala7	5	8
Penan Jekitan	laugh	malaʔ	mala7	5	8
Penan Beku	laugh	malaʔ	mala7	5	8
Indonesian/Malay	laugh	kətawa	k3tawa	6	1
Keninjal	laugh	kətawaʔ	k3tawa7	6	1
Seberuang	laugh	kətawaʔ	k3tawa7	6	1
Upper Kapuas Iban	laugh	kətawaʔ	k3tawa7	6	1
Mualang	laugh	kətawaʔ	k3tawa7	6	1
Dalat Melanau	laugh	kətawaː	k3tawa	6	1
Hovongan	laugh	kəraho	k3raho	6	9
Kereho	laugh	koráho	koraho	6	9
Punan Tuvu'	laugh	moŋ	moN	7	10
Punan Bah	laugh	moaŋ	moaN	7	10
Beketan	laugh	mo͂ho͂ŋ	mohoN	7	10
Punan Lisum	laugh	mõhõŋ	mohoN	7	10
Punan Aput	laugh	mohoŋ	mohoN	7	10
Ukit	laugh	pusan	pusan	8	11
Buket	laugh	pusan	pusan	8	11
Seputan	laugh	ŋoa	Noa	9	12
Aoheng	laugh	ŋoa	Noa	9	12
Kendayan 2	laugh	galak	galak	10	13
Benyadu	laugh	guluk	guluk	10	13
Bekati	laugh	guluʔ	gulu7	10	13
Badeng	laugh	gəraʔ	g3ra7	10	14
Lun-Dayeh	laugh	mədiruh	m3diruh	10	15
Kelabit	laugh	riruh	riruh	10	15
SBisaya	laugh	magirak	magirak	10	16
SBisaya	laugh	makairak	makairak	10	16
BrDusun	laugh	magirak	magirak	10	16
BrDusun	laugh	ŋgirak	Ngirak	10	16
LBisaya	laugh	girak	girak	10	16
Lotud	laugh	moŋirak	moNirak	10	16
Burusu	laugh	gadak	gadak	10	17
Bonggi	laugh	gubu	gubu	10	18
Idaan	laugh	mərim	m3rim	11	19
Seguliud	laugh	morim	morim	11	19
Begak	laugh	mərim	m3rim	11	19
Kelai	laugh	lao̯ʔ ŋan	lao7Nan	12	20
Kanowit	laugh	pəgələm	p3g3l3m	13	21
Kiput	laugh	seə̯	se3	14	5
Molbog	laugh	mogkokosit	mogkokosit	15	22
Rungus	laugh	mongirak			16
Kadazan Kimanis	laugh	mongiak			16
Dumpas	laugh	mongirak			16
Lingkabau	laugh	muayak			17
Lobu Lanas	laugh	kayak			17
Tatana	laugh	magirak			16
Papar	laugh	magaʔdak			17
Timugon Murut	laugh	makakurit			23
Tidung Sumbol	laugh	angkadak			17
Taman	lazy	abaleʰ	abaleh	1	
Indonesian/Malay	lazy	malas	malas	1	
Kendayan 2	lazy	pamalas	pamalas	1	
Benyadu	lazy	pamalas	pamalas	1	
Hliboi Bidayuh	lazy	malas	malas	1	
Sungkung	lazy	m̩alɪɨ̯s	mali3s	1	
Jangkang	lazy	pomalas	pomalas	1	
Ribun	lazy	malah	malah	1	
Pangkodan Sanggau	lazy	malas	malas	1	
Kadorih	lazy	bokolayh	bokolaih	1	
Ngaju	lazy	bakulas	bakulas	1	
Maanyan	lazy	mavuleʔ	mavule7	1	
Dusun	lazy	mavule	mavule	1	
Benuaq	lazy	malas	malas	1	
Tunjung	lazy	madəy	mad3i	1	
Segai Basap	lazy	malas	malas	1	
Ngorek	lazy	maŋkiŋ	maNkiN	1	
Mpraa	lazy	ŋːao̯h	Naoh	1	
Long Gelat	lazy	ayeh	aieh	1	
Dalat Melanau	lazy	məŋakəl	m3Nak3l	1	
Lahanan	lazy	kakuʔ	kaku7	1	
Punan Tuvu'	lazy	məŋuh	m3Nuh	1	
Punan Bah	lazy	ñalupo	nalupo	1	
Ukit	lazy	ŋəluhap	N3luhap	1	
Buket	lazy	məloʔo	m3lo7o	1	
Buket	lazy	malas	malas	1	
Hovongan	lazy	moloʔo	molo7o	1	
Kereho	lazy	moluhut	moluhut	1	
Seputan	lazy	moloʔo	molo7o	1	
Aoheng	lazy	məloʔo	m3lo7o	1	
Penan Jekitan	lazy	mələku	m3l3ku	1	
Penan Beku	lazy	mələku	m3l3ku	1	
Miri	lazy	məlaŋ	m3laN	1	
Narum	lazy	mələbeə̯y	m3l3be3i	1	
Kiput	lazy	mələpəy	m3l3p3i	1	
Berawan (Terawan)	lazy	məbiw	m3biw	1	
SBisaya	lazy	malas	malas	1	
BrDusun	lazy	malas	malas	1	
LBisaya	lazy	malas	malas	1	
Burusu	lazy	taŋkal	taNkal	1	
Bonggi	lazy	kabul	kabul	1	
Kapuas	lazy	pəŋoler	p3Noler	2	
Bakumpai	lazy	pəŋoler	p3Noler	2	
Bahau Saq	lazy	tikap	tikap	3	
Bahau Saq	lazy	nikap	nikap	3	
LBisaya	lazy	tiad	tiad	3	
Kelai	lazy	mhit	mhit	4	
Kelai	lazy	mhiə̯t	mhi3t	4	
Kanowit	lazy	ʤeʔeʔ urat	je7e7urat	5	
Sekapan	lazy	ʤat awat	jatawat	5	
Kejaman	lazy	ʤaʔat uat	ja7atuat	5	
Punan Bah	lazy	ʤiet tey uat	jietteiuat	5	
Beketan	lazy	ʤowat	jowat	5	
Punan Lisum	lazy	ʤowat	jowat	5	
Golik	lazy	baŋəy	baN3i	6	
Punan Aput	lazy	balo	balo	6	
Pawe	lazy	bəlo	b3lo	6	
Keninjal	lazy	losu	losu	7	
Seberuang	lazy	ləsow	l3sow	7	
Tabalar Basap	lazy	lohuya	lohuia	7	
Baram Kayan	lazy	ləkoh	l3koh	7	
Vo	lazy	ləko	l3ko	7	
Gah	lazy	ləko	l3ko	7	
Laang	lazy	ləko	l3ko	7	
Sawa	lazy	ləko	l3ko	7	
Tau	lazy	ləko	l3ko	7	
Badeng	lazy	ləko	l3ko	7	
Bulungan	lazy	ləngur	l3ngur	7	
Mualang	lazy	luntos	luntos	8	
Bekati	lazy	lancḭː	lanTi	8	
BrDusun	lazy	lunduŋ	lunduN	8	
Idaan	lazy	lunduŋ	lunduN	8	
Begak	lazy	lunduŋ	lunduN	8	
Bekati	lazy	ɣuhéʸ	xuhe	9	
Lun-Dayeh	lazy	kope	kope	9	
Ambalo	lazy	palibak	palibak	10	
Ketapang	lazy	lolak tulaŋ	lolaktulaN	11	
Upper Kapuas Iban	lazy	buruə̯ʔ	buru37	12	
Paser	lazy	belo kakan	belokakan	13	
Basap (Lebo)	lazy	boyon	boion	14	
Apo Kayan Kayan	lazy	duyah	duiah	15	
Busang	lazy	muya	muia	16	
Gaai	lazy	alsɛn	alsEn	17	
Kereho	lazy	kiun	kiun	18	
Lotud	lazy	akamoy	akamoi	19	
Molbog	lazy	ogpoukan	ogpoukan	20	
Long Gelat	leaf	hətɛyn	h3tEin	1	
Modang woeg helag	leaf	hətɛᵈn	h3tEn	1	
Taman	leaf	duŋ	duN	2	
Ambalo	leaf	daun	daun	2	3
Indonesian/Malay	leaf	daun	daun	2	3
Kendayan 2	leaf	daun	daun	2	3
Ketapang	leaf	dowon	dowon	2	3
Keninjal	leaf	dauh	dauh	2	4
Seberuang	leaf	dawən	daw3n	2	3
Upper Kapuas Iban	leaf	daoə̯n	dao3n	2	3
Mualang	leaf	dawən	daw3n	2	3
Benyadu	leaf	dautn	dautn	2	3
Bekati	leaf	daut	daut	2	3
Hliboi Bidayuh	leaf	liwoʔ	liwo7	2	3
Sungkung	leaf	dawɨʔ	daw37	2	3
Golik	leaf	doutˀn	doutn	2	3
Jangkang	leaf	dutn	dutn	2	3
Ribun	leaf	dautn	dautn	2	3
Pangkodan Sanggau	leaf	dauŋ	dauN	2	3
Kadorih	leaf	daun	daun	2	3
Ngaju	leaf	dawen	dawen	2	3
Kapuas	leaf	dawen	dawen	2	3
Bakumpai	leaf	dawin	dawin	2	3
Maanyan	leaf	raven	raven	2	3
Dusun	leaf	raweᵈn	rawen	2	3
Tawoyan	leaf	daoᵈn	daon	2	3
Paser	leaf	daon	daon	2	3
Benuaq	leaf	dawaᵗn	dawan	2	3
Tunjung	leaf	roᵗn	ron	2	3
Basap (Lebo)	leaf	daon	daon	2	3
Tabalar Basap	leaf	daun	daun	2	3
Segai Basap	leaf	daun	daun	2	3
Mpraa	leaf	laʔaun	la7aun	2	3
Baram Kayan	leaf	daʔun	da7un	2	3
Apo Kayan Kayan	leaf	daʔun	da7un	2	3
Bahau Saq	leaf	daʔoːn	da7on	2	3
PKM	leaf	daʔun	da7un	2	3
Gaai	leaf	cəwŋ	T3wN	2	5
Kelai	leaf	cəo̯ŋ	T3oN	2	5
Dalat Melanau	leaf	daun	daun	2	3
Kanowit	leaf	dəʔun	d37un	2	3
Sekapan	leaf	daʔuə̯n	da7u3n	2	3
Kejaman	leaf	daʔun	da7un	2	3
Lahanan	leaf	laʔun	la7un	2	3
Punan Tuvu'	leaf	daʔun	da7un	2	3
Punan Bah	leaf	dɔʔun	do7un	2	3
Beketan	leaf	laun	laun	2	3
Punan Lisum	leaf	laun	laun	2	3
Punan Aput	leaf	laun	laun	2	3
Ukit	leaf	daun	daun	2	3
Buket	leaf	daun	daun	2	3
Hovongan	leaf	daʔun	da7un	2	3
Kereho	leaf	daʔon	da7on	2	3
Seputan	leaf	daʔun	da7un	2	3
Sebop (old)	leaf	daʔun	da7un	2	3
Penan Mubui	leaf	daʔun	da7un	2	3
Penan Jekitan	leaf	daon	daon	2	3
Penan Beku	leaf	daun	daun	2	3
Vo	leaf	laʔon	la7on	2	3
Pawe	leaf	laʔun	la7un	2	3
Laang	leaf	laʔun	la7un	2	3
Lun-Dayeh	leaf	daun	daun	2	3
Kelabit	leaf	daʔun	da7un	2	3
Miri	leaf	daʔun	da7un	2	3
Narum	leaf	daʔon	da7on	2	3
Kiput	leaf	dun	dun	2	3
Berawan (jeegan)	leaf	diawŋ	diawN	2	3
Berawan (Terawan)	leaf	dion	dion	2	3
SBisaya	leaf	roun	roun	2	3
BrDusun	leaf	raun	raun	2	3
LBisaya	leaf	daun	daun	2	3
Lotud	leaf	roʔun	ro7un	2	3
Burusu	leaf	daun	daun	2	3
Idaan	leaf	daun	daun	2	3
Seguliud	leaf	daun	daun	2	3
Begak	leaf	daun	daun	2	3
Bonggi	leaf	doudn	doudn	2	3
Molbog	leaf	doʔun	do7un	2	3
Bulungan	leaf	daun	daun	2	3
Punan Tuvu'	leaf	baŋe	baNe	3	6
Rungus	leaf	roʔun			3
Kadazan Kimanis	leaf	yoʔun			3
Dumpas	leaf	untu			7
Lingkabau	leaf	rəwun			3
Lobu Lanas	leaf	saap			8
Tatana	leaf	daun			3
Papar	leaf	daʔun			3
Timugon Murut	leaf	raun			3
Tidung Sumbol	leaf	daun			3
Indonesian/Malay	leak	kəbocoran	k3boToran	1	
Kendayan 2	leak	kapocoran	kapoToran	1	
Keninjal	leak	kəbocoɣ	k3boTox	1	
Golik	leak	kobocoʀan	koboToran	1	
Busang	leak	kəbaŋ	k3baN	1	2
Ketapang	leak	posok	posok	2	3
Seberuang	leak	bocoɣ	boTox	2	1
Mualang	leak	bucóː	buTo	2	1
Bekati	leak	pasoʔ	paso7	2	8
Hliboi Bidayuh	leak	bocor	boTor	2	1
Jangkang	leak	bocok	boTok	2	1
Ribun	leak	kusia̯ʔ	kusia7	2	4
Ribun	leak	cihia̯ʔ	Tihia7	2	4
Pangkodan Sanggau	leak	pusɛt	pusEt	2	8
Kapuas	leak	bawah	bawah	2	5
Kapuas	leak	bəsilaʔ	b3sila7	2	6
Bakumpai	leak	bocor	boTor	2	1
Modang woeg helag	leak	boəh	bo3h	2	1
Hovongan	leak	hutoʔ	huto7	2	7
Burusu	leak	pasut	pasut	2	8
Upper Kapuas Iban	leak	təmoə̯s	t3mo3s	3	9
Sungkung	leak	bobot	bobot	3	10
Kadorih	leak	batom boyh	batomboih	3	11
Ngaju	leak	tembus	tembus	3	9
Maanyan	leak	bubul	bubul	3	12
Maanyan	leak	bubus	bubus	3	11
Dusun	leak	bobos	bobos	3	11
Benuaq	leak	tobos	tobos	3	11
Tunjung	leak	tobos	tobos	3	11
Basap (Lebo)	leak	bubus	bubus	3	11
Tawoyan	leak	miris	miris	4	13
Segai Basap	leak	miris	miris	4	13
Ambalo	leak	dalɛlɛʔ	dalElE7	5	14
Paser	leak	təlosan	t3losan	5	15
Ngorek	leak	turu	turu	5	16
Mpraa	leak	torow	torow	5	16
Apo Kayan Kayan	leak	turu	turu	5	16
PKM	leak	turuʔ	turu7	5	16
Long Gelat	leak	tələo̯ʔ	t3l3o7	5	16
Beketan	leak	turuʔ	turu7	5	16
Punan Aput	leak	turuʔ	turu7	5	16
Kereho	leak	toruʔon	toru7on	5	16
Penan Mubui	leak	tətok	t3tok	5	17
Penan Jekitan	leak	təruən	t3ru3n	5	16
Bahau Saq	leak	bətuə̯t	b3tu3t	6	18
Gaai	leak	bloə̯t	blo3t	6	19
Kelai	leak	bloə̯ŋ	blo3N	6	19
Kelai	leak	bləoə̯ŋ	bl3o3N	6	19
Kejaman	leak	sitan	sitan	7	20
Lahanan	leak	sitan	sitan	7	20
Kelabit	leak	ratan	ratan	7	21
Berawan (jeegan)	leak	satan	satan	7	22
Berawan (Terawan)	leak	satan	satan	7	22
Ukit	leak	ñarak	narak	8	23
Kereho	leak	ñaraʔ	nara7	8	23
Seputan	leak	hovut	hovut	9	10
Aoheng	leak	hovut	hovut	9	10
Punan Bah	leak	muit	muit	10	24
Punan Lisum	leak	matu	matu	10	25
Buket	leak	katu	katu	10	26
Vo	leak	məte	m3te	10	27
Badeng	leak	mate	mate	10	27
Tabalar Basap	leak	ənʤəm	3nj3m	11	28
Lun-Dayeh	leak	nəpau	n3pau	12	29
Kiput	leak	bin	bin	13	30
Berawan (Terawan)	leak	ŋəpətaʔ	N3p3ta7	14	31
Ambalo	learn	baraʤar	barajar	1	
Indonesian/Malay	learn	bəlaʤar	b3lajar	1	
Kendayan 2	learn	balaʤar	balajar	1	
Ketapang	learn	bəlaʤar	b3lajar	1	
Keninjal	learn	bəlaʤaɣ	b3lajax	1	
Seberuang	learn	bəlaʤaɣ	b3lajax	1	
Upper Kapuas Iban	learn	bəlaʤar	b3lajar	1	
Mualang	learn	bəlaʤaɣ	b3lajax	1	
Benyadu	learn	balaʤar	balajar	1	
Bekati	learn	bəlaʤaɣ	b3lajax	1	
Hliboi Bidayuh	learn	baʤal	bajal	1	
Sungkung	learn	bəlaʤɨl	b3laj3l	1	
Golik	learn	bəlaʤəʀ	b3laj3r	1	
Jangkang	learn	bolaʤaɣə	bolajax3	1	
Ribun	learn	bəlaʤah	b3lajah	1	
Pangkodan Sanggau	learn	bolaʤaɣə	bolajax3	1	
Kadorih	learn	bəɾaʤar	b3rajar	1	
Ngaju	learn	balaʤar	balajar	1	
Bakumpai	learn	bəlaʤar	b3lajar	1	
Maanyan	learn	piʔaʤar	pi7ajar	1	
Dusun	learn	balaʤar	balajar	1	
Tunjung	learn	bəhacaːr	b3haTar	1	
Basap (Lebo)	learn	bəlaʤar	b3lajar	1	
Segai Basap	learn	pilaʤar	pilajar	1	
Gaai	learn	blaʤar	blajar	1	
Dalat Melanau	learn	bəlaʤaɣ	b3lajax	1	
Kanowit	learn	bəlaʤəl	b3laj3l	1	
Kejaman	learn	bəlaʤan	b3lajan	1	
SBisaya	learn	balaʤar	balajar	1	
BrDusun	learn	balaʤar	balajar	1	
Burusu	learn	bəlaʤar	b3lajar	1	
Ngorek	learn	pakale	pakale	2	
Mpraa	learn	pəkalae̯	p3kalae	2	
Apo Kayan Kayan	learn	pakalay	pakalai	2	
Busang	learn	pəkale	p3kale	2	
Bahau Saq	learn	pəkalay	p3kalai	2	
PKM	learn	pəkalay	p3kalai	2	
Long Gelat	learn	pətley	p3tlei	2	
Modang woeg helag	learn	pət liə̯ʔ	p3tli37	2	
Kelai	learn	pəklay	p3klai	2	
Sekapan	learn	pətevaʔ	p3teva7	2	
Lahanan	learn	pətaʔu	p3ta7u	2	
Punan Bah	learn	pakale	pakale	2	
Beketan	learn	pəkaley	p3kalei	2	
Punan Lisum	learn	pəkaɭe	p3kaLe	2	
Punan Aput	learn	pəkaley	p3kalei	2	
Ukit	learn	pətəvaraʔ	p3t3vara7	2	
Penan Beku	learn	pakalay	pakalai	2	
Vo	learn	pakalay	pakalai	2	
Pawe	learn	pəkalay	p3kalai	2	
Gah	learn	pakalay	pakalai	2	
Laang	learn	pakalay	pakalai	2	
