doculect	concept	ipa	asjp	cogid	Gold
Bulungan	calf	bətis	b3tis	1	
Gaai	calf	sian koə̯l	sianko3l	2	4
Kelai	calf	sɛn kol	sEnkol	2	4
SBisaya	calf	tonok	tonok	3	5
BrDusun	calf	tonok	tonok	3	5
LBisaya	calf	tonok	tonok	3	5
Lotud	calf	tonok	tonok	3	5
Burusu	calf	tonok	tonok	3	5
Bonggi	calf	fusuʔ tonok	fusu7tonok	3	5
Tawoyan	calf	ʤakər	jak3r	4	6
Sekapan	calf	çey takət	Seitak3t	4	7
Kejaman	calf	takət	tak3t	4	7
Ketapang	calf	hahan saman	hahansaman	5	9
Hliboi Bidayuh	calf	ddiə̯s	ddi3s	6	1
Sungkung	calf	otot kaʤaʔ	ototkaja7	7	10
Kereho	calf	bokokoŋ	bokokoN	10	13
Berawan (Terawan)	calf	ganeʔ	gane7	11	14
Rungus	calf	votis			1
Kadazan Kimanis	calf	sodi			1
Dumpas	calf	wotis			1
Lingkabau	calf	wətis			1
Lobu Lanas	calf	wətis			1
Tatana	calf	batis			1
Papar	calf	asi taniʔ			16
Timugon Murut	calf	batis			1
Tidung Sumbol	calf	bubua tonok			17
Kendayan 2	canoe	parahu	parahu	1	
Ketapang	canoe	pərohu	p3rohu	1	
Keninjal	canoe	pəɣahu	p3xahu	1	
Seberuang	canoe	pɣao̯	pxao	1	
Upper Kapuas Iban	canoe	pəraoʔ	p3rao7	1	
Mualang	canoe	pəɣaw	p3xaw	1	
Benyadu	canoe	parau	parau	1	
Bekati	canoe	pəɣau̩	p3xau	1	
Pangkodan Sanggau	canoe	poɣahu	poxahu	1	
BrDusun	canoe	paradas	paradas	1	2
LBisaya	canoe	padas	padas	1	2
Burusu	canoe	padaw	padaw	1	2
Ngaju	canoe	ʤukuŋ	jukuN	2	3
Kapuas	canoe	ʤukuŋ	jukuN	2	3
Bakumpai	canoe	ʤukuŋ	jukuN	2	3
Maanyan	canoe	ʤukuŋ	jukuN	2	3
Dusun	canoe	ʤukuŋ	jukuN	2	3
Tawoyan	canoe	ʤukum	jukum	2	3
Ketapang	canoe	laʤor	lajor	3	4
Hliboi Bidayuh	canoe	iluə̯d	ilu3d	3	5
Sungkung	canoe	aludⁿ	aludn	3	5
Golik	canoe	ɔʀut	orut	3	5
Jangkang	canoe	oɣut	oxut	3	5
Ribun	canoe	ohut	ohut	3	5
Kadorih	canoe	aɾut	arut	3	5
Paser	canoe	biduk	biduk	3	6
Benuaq	canoe	alur	alur	3	5
Tunjung	canoe	alur	alur	3	5
Basap (Lebo)	canoe	alun	alun	3	5
Mpraa	canoe	harowə̯ʔ	harow37	3	7
Baram Kayan	canoe	harot	harot	3	7
Apo Kayan Kayan	canoe	haruk	haruk	3	7
Busang	canoe	haruk	haruk	3	7
Bahau Saq	canoe	haruk	haruk	3	7
Long Gelat	canoe	hələk	h3l3k	3	7
Modang woeg helag	canoe	hələwʔ	h3l3w7	3	7
Gaai	canoe	haləwk	hal3wk	3	7
Kelai	canoe	halok	halok	3	7
Dalat Melanau	canoe	saluy	salui	3	8
Kanowit	canoe	saluy	salui	3	8
Sekapan	canoe	saɮuy	saLui	3	8
Kejaman	canoe	aruək	aru3k	3	7
Lahanan	canoe	saɮuy	saLui	3	8
Punan Tuvu'	canoe	aruk	aruk	3	7
Punan Bah	canoe	saluy	salui	3	8
Punan Lisum	canoe	haruk	haruk	3	7
Punan Aput	canoe	orut	orut	3	5
Ukit	canoe	haluy	halui	3	8
Buket	canoe	haluy	halui	3	8
Hovongan	canoe	aut	aut	3	5
Kereho	canoe	out	out	3	5
Seputan	canoe	aɾut	arut	3	5
Aoheng	canoe	arut	arut	3	5
Sebop (old)	canoe	alut	alut	3	5
Penan Mubui	canoe	alut	alut	3	5
Vo	canoe	alot	alot	3	5
Pawe	canoe	alut	alut	3	5
Gah	canoe	alut	alut	3	5
Laang	canoe	alut	alut	3	5
Sawa	canoe	alut	alut	3	5
Tau	canoe	alut	alut	3	5
Badeng	canoe	alut	alut	3	5
Lun-Dayeh	canoe	alud	alud	3	5
Kelabit	canoe	alud	alud	3	5
Miri	canoe	alud	alud	3	5
Narum	canoe	alawt	alawt	3	5
Kiput	canoe	alot	alot	3	5
Berawan (Terawan)	canoe	alon	alon	3	5
Lotud	canoe	dilus	dilus	3	9
Idaan	canoe	alud	alud	3	5
Seguliud	canoe	alud	alud	3	5
Begak	canoe	alud	alud	3	5
Bonggi	canoe	oid	oid	3	5
Bulungan	canoe	biduʔ	bidu7	3	10
Basap (Lebo)	canoe	gubaŋ	gubaN	4	11
SBisaya	canoe	gubaŋ	gubaN	4	11
Rungus	canoe	alud			5
Kadazan Kimanis	canoe	padaʔu			2
Dumpas	canoe	alud			5
Lingkabau	canoe	alud			5
Lobu Lanas	canoe	alud			5
Tatana	canoe	podow			2
Papar	canoe	biʔduk			10
Timugon Murut	canoe	paraw			1
Tidung Sumbol	canoe	gubaŋ			11
Kendayan 2	capsize	tiŋalam	tiNalam	1	5
Ketapang	capsize	karam	karam	1	
Keninjal	capsize	kaɣam	kaxam	1	
Seberuang	capsize	kaɣam	kaxam	1	
Upper Kapuas Iban	capsize	karam	karam	1	
Mualang	capsize	kaɣam	kaxam	1	
Benyadu	capsize	karapm	karapm	1	
Hliboi Bidayuh	capsize	kuəpm	ku3pm	1	
Sungkung	capsize	ŋaɨpm	Na3pm	1	
Golik	capsize	kupˀm	kupm	1	
Jangkang	capsize	kaɣapm	kaxapm	1	
Ribun	capsize	kahapm	kahapm	1	
Pangkodan Sanggau	capsize	koɣam	koxam	1	
Kadorih	capsize	kahom	kahom	1	
Ngaju	capsize	kahem	kahem	1	
Kapuas	capsize	kahem	kahem	1	
Bakumpai	capsize	kahem	kahem	1	
Maanyan	capsize	kayem	kaiem	1	
Dusun	capsize	kayem	kaiem	1	
Tawoyan	capsize	kayəm	kai3m	1	
Paser	capsize	kayom	kaiom	1	
Benuaq	capsize	karaᵖm	karam	1	
Tunjung	capsize	karaᵖm	karam	1	
Basap (Lebo)	capsize	karəm	kar3m	1	
Ngorek	capsize	kaam	kaam	1	
Mpraa	capsize	ŋəkaːp	N3kap	1	2
Apo Kayan Kayan	capsize	kaham	kaham	1	
Busang	capsize	kaham	kaham	1	
Bahau Saq	capsize	pəkaam	p3kaam	1	
Long Gelat	capsize	kahaː	kaha	1	2
Modang woeg helag	capsize	kəhaə̯	k3ha3	1	2
Gaai	capsize	tham	tham	1	3
Kelai	capsize	khaw	khaw	1	2
Dalat Melanau	capsize	kaam	kaam	1	
Kanowit	capsize	karəm	kar3m	1	
Sekapan	capsize	kaam	kaam	1	
Kejaman	capsize	kaam	kaam	1	
Lahanan	capsize	kaam	kaam	1	
Punan Tuvu'	capsize	ŋərəkop	N3r3kop	1	2
Punan Bah	capsize	mekam	mekam	1	
Punan Lisum	capsize	makam	makam	1	
Punan Aput	capsize	makam	makam	1	
Ukit	capsize	bakam	bakam	1	
Buket	capsize	băkam	bkam	1	
Hovongan	capsize	kaham	kaham	1	
Kereho	capsize	kaham	kaham	1	
Aoheng	capsize	kaham	kaham	1	
Penan Mubui	capsize	kaham	kaham	1	
Penan Jekitan	capsize	pəkaam	p3kaam	1	
Vo	capsize	kaam	kaam	1	
Tau	capsize	kaam	kaam	1	
Lun-Dayeh	capsize	tərəm	t3r3m	1	3
Kelabit	capsize	karəm	kar3m	1	
Burusu	capsize	karom	karom	1	
Basap (Lebo)	capsize	ləntəm	l3nt3m	2	4
Kendayan 2	cheek	pipi	pipi	1	
Ketapang	cheek	pipi	pipi	1	
Seberuang	cheek	pipi	pipi	1	
Mualang	cheek	pipi	pipi	1	
Benyadu	cheek	pipi	pipi	1	
Golik	cheek	pipi	pipi	1	
Jangkang	cheek	pompi	pompi	1	
Ribun	cheek	pɔmpi	pompi	1	
Pangkodan Sanggau	cheek	pipi	pipi	1	
Ngaju	cheek	pipi	pipi	1	
Kapuas	cheek	pipi	pipi	1	
Bakumpai	cheek	pipi	pipi	1	
Tunjung	cheek	pipi	pipi	1	
Basap (Lebo)	cheek	pipi	pipi	1	
Gaai	cheek	mapeŋ	mapeN	1	2
Kelai	cheek	mipæŋ	mipEN	1	2
Dalat Melanau	cheek	pipey	pipei	1	
Ukit	cheek	papa	papa	1	3
Buket	cheek	papa	papa	1	3
Bulungan	cheek	pumun	pumun	1	4
Keninjal	cheek	kuyuʔ	kuiu7	2	5
Upper Kapuas Iban	cheek	kuyoʔ	kuio7	2	5
Bekati	cheek	kuku	kuku	2	6
Tawoyan	cheek	kuyəᵇm	kui3m	2	5
Hliboi Bidayuh	cheek	pandiéy	pandiei	3	7
Hliboi Bidayuh	cheek	pandikŋ	pandikN	3	7
Maanyan	cheek	pahu	pahu	4	8
Dusun	cheek	pahu	pahu	4	8
Paser	cheek	pasiʔ	pasi7	4	9
Benuaq	cheek	pasuk	pasuk	4	9
Mpraa	cheek	naːŋ	naN	5	10
Mpraa	cheek	n̩aːŋ	naN	5	10
Kadorih	cheek	tapaʔ	tapa7	6	11
Long Gelat	cheek	təpku	t3pku	6	12
Modang woeg helag	cheek	tap kiə̯	tapki3	6	12
Kanowit	cheek	tapaʔ	tapa7	6	11
Hovongan	cheek	pɛʔɛm	pE7Em	7	13
Kereho	cheek	pɛʔɛm	pE7Em	7	13
Seputan	cheek	kolopoŋ	kolopoN	8	14
Aoheng	cheek	kəlopoŋ	k3lopoN	8	14
BrDusun	cheek	ilan	ilan	9	15
LBisaya	cheek	ilan	ilan	9	15
Burusu	cheek	ilan	ilan	9	15
Ngorek	cheek	pilek	pilek	10	16
Baram Kayan	cheek	piŋah	piNah	10	18
Busang	cheek	piŋa	piNa	10	18
Bahau Saq	cheek	pilik	pilik	10	16
Sekapan	cheek	piŋa	piNa	10	18
Kejaman	cheek	piŋa	piNa	10	18
Lahanan	cheek	piŋa	piNa	10	18
Punan Bah	cheek	piŋa	piNa	10	18
Punan Lisum	cheek	piʔem	pi7em	10	13
Punan Aput	cheek	biŋem	biNem	10	18
Sebop (old)	cheek	piŋa	piNa	10	18
Penan Mubui	cheek	piŋa	piNa	10	18
Penan Jekitan	cheek	piŋə	piN3	10	18
Penan Beku	cheek	piŋɨ	piN3	10	18
Vo	cheek	piŋa	piNa	10	18
Pawe	cheek	piŋa	piNa	10	18
Gah	cheek	piŋa	piNa	10	18
Laang	cheek	piŋa	piNa	10	18
Sawa	cheek	piŋa	piNa	10	18
Tau	cheek	piŋa	piNa	10	18
Badeng	cheek	peŋa	peNa	10	18
Lun-Dayeh	cheek	piŋɪt	piNit	10	19
Kelabit	cheek	piŋit	piNit	10	19
Kiput	cheek	piŋet	piNet	10	19
SBisaya	cheek	biŋal	biNal	10	25
Lotud	cheek	piŋas	piNas	10	18
Idaan	cheek	səppiŋ	s3ppiN	10	20
Seguliud	cheek	soppiŋ	soppiN	10	20
Begak	cheek	sappiŋ	sappiN	10	20
Bonggi	cheek	bisiŋil	bisiNil	10	21
Bulungan	cheek	piŋas	piNas	10	18
Sungkung	cheek	tokopm	tokopm	11	22
Punan Tuvu'	cheek	tuŋum	tuNum	11	22
Rungus	cheek	poriliŋ			24
Kadazan Kimanis	cheek	piŋas			18
Dumpas	cheek	ampiliŋ			24
Lingkabau	cheek	ilan			15
Lobu Lanas	cheek	ilan			15
Tatana	cheek	biŋal			25
Papar	cheek	piŋas			18
Timugon Murut	cheek	piŋas			18
Tidung Sumbol	cheek	paliŋas			18
Kendayan 2	chest	dada	dada	1	
Ketapang	chest	dado	dado	1	
Keninjal	chest	dada	dada	1	
Seberuang	chest	dada	dada	1	
Upper Kapuas Iban	chest	dada	dada	1	
Mualang	chest	dada	dada	1	
Benyadu	chest	dada	dada	1	
Bekati	chest	sadṵː	sadu	1	2
Hliboi Bidayuh	chest	sidua̯ʔ	sidua7	1	2
Sungkung	chest	sodoʔ	sodo7	1	2
Golik	chest	dada	dada	1	
Pangkodan Sanggau	chest	dada	dada	1	
Maanyan	chest	dadaʔ	dada7	1	
Dusun	chest	dada	dada	1	
Paser	chest	dada	dada	1	
Benuaq	chest	ʤabaʔ	jaba7	1	3
Tunjung	chest	dadaʔ	dada7	1	3
SBisaya	chest	sadaan	sadaan	1	4
BrDusun	chest	abo	abo	1	3
Idaan	chest	sədtuʔ	s3dtu7	1	5
Seguliud	chest	sodtuʔ	sodtu7	1	5
Begak	chest	sədtuʔ	s3dtu7	1	5
Bulungan	chest	dada	dada	1	
Jangkang	chest	usoʔ	uso7	2	7
Ribun	chest	usoʔ	uso7	2	7
Kadorih	chest	usuk	usuk	2	7
Ngaju	chest	usuk	usuk	2	7
Kapuas	chest	usuk	usuk	2	7
Bakumpai	chest	usuk	usuk	2	7
Basap (Lebo)	chest	rusuk	rusuk	2	7
Ngorek	chest	ohok	ohok	2	7
Mpraa	chest	ŋʷuhuːə̯ʔ	Nwuhu37	2	7
Baram Kayan	chest	usuk	usuk	2	7
Apo Kayan Kayan	chest	usuk	usuk	2	7
Busang	chest	usuk	usuk	2	7
Dalat Melanau	chest	usok	usok	2	7
Kanowit	chest	usuə̯k	usu3k	2	7
Sekapan	chest	ucuə̯ʔ	uTu37	2	7
Kejaman	chest	ucuə̯k	uTu3k	2	7
Lahanan	chest	usuk	usuk	2	7
Punan Aput	chest	ohuk	ohuk	2	7
Ukit	chest	usuk	usuk	2	7
Buket	chest	usuk	usuk	2	7
Hovongan	chest	usuʔ	usu7	2	7
Kereho	chest	osoʔ	oso7	2	7
Seputan	chest	oso	oso	2	7
Aoheng	chest	oso	oso	2	7
Sebop (old)	chest	ucuk	uTuk	2	7
Penan Beku	chest	osok	osok	2	7
Vo	chest	usok	usok	2	7
Pawe	chest	usok	usok	2	7
Gah	chest	usok	usok	2	7
Laang	chest	usok	usok	2	7
Sawa	chest	usok	usok	2	7
Tau	chest	usok	usok	2	7
Badeng	chest	usok	usok	2	7
Lun-Dayeh	chest	ruuk	ruuk	2	7
Kelabit	chest	ruuk	ruuk	2	7
Narum	chest	ɣauk	xauk	2	7
Kiput	chest	roəʔ	ro37	2	7
Berawan (jeegan)	chest	guciəwʔ	guTi3w7	2	7
Berawan (Terawan)	chest	gusoʔ	guso7	2	7
Long Gelat	chest	səmbeaŋ	s3mbeaN	3	8
Modang woeg helag	chest	me baŋ	mebaN	3	8
Gaai	chest	dibaŋ	dibaN	3	8
Kelai	chest	dibaŋ	dibaN	3	8
Punan Tuvu'	chest	bəruŋ	b3ruN	4	9
Punan Bah	chest	oreə̯ŋ	ore3N	4	9
Punan Lisum	chest	oraŋ	oraN	4	9
LBisaya	chest	kuab	kuab	5	10
Lotud	chest	kuab	kuab	5	10
Burusu	chest	kucam	kuTam	5	11
Bonggi	chest	kuub	kuub	5	10
Tawoyan	chest	gəragay	g3ragai	8	12
Bahau Saq	chest	lihaw	lihaw	9	13
Narum	chest	tuleə̯w	tule3w	10	14
Rungus	chest	kaŋkab			15
Kadazan Kimanis	chest	kaŋkab			15
Dumpas	chest	kaŋkab			15
Lingkabau	chest	kuab			10
Lobu Lanas	chest	kəŋkab			15
Tatana	chest	kaŋkab			15
Papar	chest	kuʔbab			10
Timugon Murut	chest	kubab			10
Tidung Sumbol	chest	kubab			10
Kendayan 2	chew	ŋun͂ah	Nunah	1	2
Kendayan 2	chew	kun͂ah	kunah	1	2
Seberuang	chew	ŋun͂ah	Nunah	1	2
Upper Kapuas Iban	chew	ŋuñæh	NunEh	1	2
Mualang	chew	ŋuñáh	Nunah	1	2
Benyadu	chew	ŋuñah	Nunah	1	2
Ribun	chew	ŋudaːʔ	Nuda7	1	3
Pangkodan Sanggau	chew	ŋumay	Numai	1	4
Kadorih	chew	ñitaʔ	nita7	1	5
Ngaju	chew	ŋitək	Nit3k	1	5
Bakumpai	chew	məŋuñah	m3Nunah	1	2
Mpraa	chew	ŋunuŋʷ	NunuNw	1	6
Apo Kayan Kayan	chew	maʔat	ma7at	1	7
Gaai	chew	nʔeəw	n7e3w	1	8
Kelai	chew	nəʔaw	n37aw	1	8
Kanowit	chew	ŋəñəñaʔ	N3n3na7	1	2
Kanowit	chew	ŋəñiaʔ	N3nia7	1	2
Sekapan	chew	məñaʔ	m3na7	1	2
Kejaman	chew	məñaʔ	m3na7	1	2
Lahanan	chew	ŋəñaːʔ	N3na7	1	2
Punan Tuvu'	chew	ŋon͂aʔ	Nona7	1	2
Punan Bah	chew	makuñaʔ	makuna7	1	2
Punan Lisum	chew	nəkuñaʔ	n3kuna7	1	2
Punan Aput	chew	nəkuñaʔ	n3kuna7	1	2
Ukit	chew	nəkuñaʔ	n3kuna7	1	2
Buket	chew	nəkuñaʔ	n3kuna7	1	2
Kereho	chew	ŋoheraʔ	Nohera7	1	3
Penan Mubui	chew	məñaʔa	m3na7a	1	2
Penan Jekitan	chew	məñaʔ	m3na7	1	2
Penan Beku	chew	məñaʔ	m3na7	1	2
Vo	chew	məñaʔ	m3a7	1	2
Pawe	chew	məñəʔ	m337	1	2
Gah	chew	məñaʔ	m3a7	1	2
Laang	chew	məñaʔ	m3a7	1	2
Sawa	chew	miñaʔ	mia7	1	2
Tau	chew	məñaʔ	m3a7	1	2
Badeng	chew	məñaʔ	m3a7	1	2
Lun-Dayeh	chew	magat	magat	1	9
Narum	chew	mumayŋ	mumaiN	1	10
Kiput	chew	manəiʔ	man3i7	1	2
Ketapang	chew	məmapak	m3mapak	2	11
Bekati	chew	mapa̰ː	mapa	2	11
Sungkung	chew	nahpaʔ	nahpa7	2	11
Golik	chew	ŋumpa̰ʔ	Numpa7	2	11
Jangkang	chew	mópa	mopa	2	11
Maanyan	chew	mapaʔ	mapa7	2	11
Dusun	chew	mapaʔ	mapa7	2	11
Tawoyan	chew	məpa	m3pa	2	11
Paser	chew	skopaʔ	skopa7	2	11
Benuaq	chew	mopa	mopa	2	11
Tunjung	chew	mopaʔ	mopa7	2	11
Basap (Lebo)	chew	mapaʔ	mapa7	2	11
Baram Kayan	chew	ñəpa	3pa	2	11
Busang	chew	ñəpaʔ	n3pa7	2	11
Bahau Saq	chew	nifaːʔ	nifa7	2	11
Long Gelat	chew	əmpeʔ	3mpe7	2	11
Hovongan	chew	supaː	supa	2	11
Kelabit	chew	pəpaʔ	p3pa7	2	11
Berawan (Terawan)	chew	kəpaʔ	k3pa7	2	11
Burusu	chew	n͂ipaʔ	nipa7	2	11
Keninjal	chew	ŋigɪt	Nigit	3	12
Hliboi Bidayuh	chew	kuʔuə̯t	ku7u3t	3	13
Dalat Melanau	chew	gugət	gug3t	3	14
Ngorek	chew	ñəra	3ra	4	15
Seputan	chew	ŋarot	Narot	4	16
Aoheng	chew	ŋera	Nera	4	15
Berawan (jeegan)	chew	cin͂iæ̯	TiniE	5	2
Kendayan 2	chicken	manok	manok	1	
Ketapang	chicken	manok	manok	1	
Keninjal	chicken	manoʔ	mano7	1	
Seberuang	chicken	manok	manok	1	
Upper Kapuas Iban	chicken	manoə̯ʔ	mano37	1	
Mualang	chicken	manok	manok	1	
Kadorih	chicken	manuk	manuk	1	
Ngaju	chicken	manuk	manuk	1	
Kapuas	chicken	manuk	manuk	1	
Bakumpai	chicken	manuk	manuk	1	
Maanyan	chicken	manuʔ	manu7	1	
Dusun	chicken	manuʔ	manu7	1	
Tunjung	chicken	manuk	manuk	1	
Basap (Lebo)	chicken	manuk	manuk	1	
Lahanan	chicken	manok	manok	1	
SBisaya	chicken	manuk	manuk	1	
BrDusun	chicken	manuk	manuk	1	
LBisaya	chicken	manuk	manuk	1	
Lotud	chicken	manuk	manuk	1	
Burusu	chicken	manok	manok	1	
Idaan	chicken	manuk	manuk	1	
Seguliud	chicken	manuk	manuk	1	
Begak	chicken	manuk	manuk	1	
Bonggi	chicken	manuk	manuk	1	
Bulungan	chicken	manuʔ	manu7	1	
Benyadu	chicken	siap	siap	2	3
Bekati	chicken	çiap	Siap	2	3
Hliboi Bidayuh	chicken	siap	siap	2	3
Hliboi Bidayuh	chicken	siuə̯k	siu3k	2	4
Hliboi Bidayuh	chicken	siyõy	siioi	2	5
Sungkung	chicken	siok	siok	2	4
Golik	chicken	siop	siop	2	3
Jangkang	chicken	siap	siap	2	3
Ribun	chicken	siaʔ	sia7	2	3
Pangkodan Sanggau	chicken	siap	siap	2	3
Ngorek	chicken	yap	iap	2	3
Mpraa	chicken	hɛːəʔ	hE37	2	3
Baram Kayan	chicken	hiyap	hiiap	2	3
Apo Kayan Kayan	chicken	hiap	hiap	2	3
Busang	chicken	həñap	h3nap	2	3
Bahau Saq	chicken	hiap	hiap	2	3
Long Gelat	chicken	ʤup	jup	2	3
Modang woeg helag	chicken	ʤip	jip	2	3
Gaai	chicken	ʤip	jip	2	3
Kelai	chicken	ʤip	jip	2	3
Dalat Melanau	chicken	siaw	siaw	2	6
Kanowit	chicken	siaw	siaw	2	6
Punan Tuvu'	chicken	yow	iow	2	6
Punan Bah	chicken	iow	iow	2	6
Ukit	chicken	sio	sio	2	6
Buket	chicken	siut	siut	2	7
Hovongan	chicken	sio	sio	2	6
Kereho	chicken	siu	siu	2	6
Seputan	chicken	siʉ	si3	2	6
Aoheng	chicken	siu	siu	2	6
Penan Mubui	chicken	yap	iap	2	3
Vo	chicken	yap	iap	2	3
Pawe	chicken	yap	iap	2	3
Gah	chicken	yap	iap	2	3
Laang	chicken	yap	iap	2	3
Sawa	chicken	yap	iap	2	3
Tau	chicken	yap	iap	2	3
Badeng	chicken	yap	iap	2	3
Tawoyan	chicken	piak	piak	3	8
Paser	chicken	piak	piak	3	8
Benuaq	chicken	piaʔ	pia7	3	8
Sekapan	chicken	diə̯ʔ	di37	4	9
Kejaman	chicken	diə̯k	di3k	4	9
Punan Lisum	chicken	dek	dek	4	9
Punan Aput	chicken	dɛk	dEk	4	9
Sebop (old)	chicken	dik	dik	4	9
Sebop (old)	chicken	diək	di3k	4	9
Penan Beku	chicken	dek	dek	4	9
Lun-Dayeh	chicken	laal	laal	5	10
Kelabit	chicken	laʔəl	la73l	5	10
Miri	chicken	aʔaː	a7a	5	10
Berawan (Terawan)	chicken	laʔən	la73n	5	10
Rungus	chicken	manuk			1
Kadazan Kimanis	chicken	manuk			1
Dumpas	chicken	manuk			1
Lingkabau	chicken	piuʔ			11
Lobu Lanas	chicken	piuʔ			11
Tatana	chicken	manuk			1
Papar	chicken	manuk			1
Timugon Murut	chicken	manuk			1
Tidung Sumbol	chicken	manuk			1
Kendayan 2	child	anak	anak	1	
Ketapang	child	anak	anak	1	
Keninjal	child	anak	anak	1	
Seberuang	child	anak	anak	1	
Upper Kapuas Iban	child	anæʔ	anE7	1	
Mualang	child	anãᵑk	anak	1	
Benyadu	child	anak	anak	1	
Bekati	child	anaʔ	ana7	1	
Hliboi Bidayuh	child	kuia̩h	kuiah	1	2
Hliboi Bidayuh	child	inak	inak	1	
Sungkung	child	anak	anak	1	
Golik	child	onak	onak	1	
Jangkang	child	onaʔ	ona7	1	
Ribun	child	onoʔ	ono7	1	
Pangkodan Sanggau	child	onaʔ	ona7	1	
Kadorih	child	anak	anak	1	
Ngaju	child	anak	anak	1	
Kapuas	child	anak	anak	1	
Bakumpai	child	anak	anak	1	
Maanyan	child	iak	iak	1	
Dusun	child	anak	anak	1	
Dusun	child	nakiaʔ	nakia7	1	3
Tawoyan	child	anak	anak	1	
Paser	child	peaʔ	pea7	1	4
Benuaq	child	anaːk	anak	1	
Tunjung	child	anaːk	anak	1	
Basap (Lebo)	child	anak	anak	1	
Mpraa	child	nayə̯ʔ	nai37	1	
Apo Kayan Kayan	child	aneə̯k	ane3k	1	
Busang	child	anaːk	anak	1	
Bahau Saq	child	anaːk	anak	1	
Long Gelat	child	niə̯k	ni3k	1	
Modang woeg helag	child	naek	naek	1	
Gaai	child	neak	neak	1	
Kelai	child	ənæk	3nEk	1	
Dalat Melanau	child	anak umit	anakumit	1	
Kanowit	child	anak	anak	1	
Sekapan	child	aneə̯ʔ	ane37	1	
Kejaman	child	aneə̯k	ane3k	1	
Lahanan	child	anak	anak	1	
Punan Tuvu'	child	nak	nak	1	
Punan Lisum	child	anak	anak	1	
Punan Aput	child	nak	nak	1	
Buket	child	anak	anak	1	
Hovongan	child	oniʔ	oni7	1	
Kereho	child	anɛʔ	anE7	1	
Seputan	child	ane	ane	1	
Aoheng	child	ane	ane	1	
Sebop (old)	child	anak	anak	1	
Penan Jekitan	child	anak	anak	1	
Penan Beku	child	anak	anak	1	
Vo	child	anak	anak	1	
Gah	child	anak	anak	1	
Lun-Dayeh	child	anak	anak	1	
Kelabit	child	anak	anak	1	
Miri	child	anak	anak	1	
Narum	child	anak	anak	1	
Kiput	child	anaak	anaak	1	
Berawan (jeegan)	child	anak	anak	1	
Berawan (Terawan)	child	anaʔ	ana7	1	
SBisaya	child	anak	anak	1	
BrDusun	child	anak	anak	1	
LBisaya	child	anak	anak	1	
Lotud	child	anak	anak	1	
Burusu	child	anak	anak	1	
Idaan	child	anak	anak	1	
Seguliud	child	anak	anak	1	
Begak	child	anak	anak	1	
Bonggi	child	anak	anak	1	
Bulungan	child	aneʔ	ane7	1	
Benyadu	child	daŋot	daNot	2	5
Bekati	child	kaŋot	kaNot	2	5
Basap (Lebo)	child	domaŋ	domaN	2	6
Tunjung	child	tuhiʔ	tuhi7	3	7
Ukit	child	kəlavi	k3lavi	4	8
Kendayan 2	chin	dagu	dagu	1	
Keninjal	chin	daguʔ	dagu7	1	
Upper Kapuas Iban	chin	dagoʔ	dago7	1	
Mualang	chin	dagoə̯ʔ	dago37	1	
Golik	chin	dagu	dagu	1	
Jangkang	chin	daguʔ	dagu7	1	
Pangkodan Sanggau	chin	daguʔ	dagu7	1	
Kapuas	chin	dagu	dagu	1	
Bakumpai	chin	dagu	dagu	1	
Seguliud	chin	tako	tako	1	2
Tawoyan	chin	beaᵇm	beam	2	3
Paser	chin	beam	beam	2	3
Benuaq	chin	beaːᵖm	beam	2	3
Tunjung	chin	beaᵖm	beam	2	3
Ketapang	chin	kaŋkam	kaNkam	3	4
Seberuang	chin	ʤagoʔ	jago7	3	5
Benyadu	chin	araakŋ	araakN	3	6
Sungkung	chin	səlakaʔ	s3laka7	3	7
Ribun	chin	haːkŋ	hakN	3	6
Pangkodan Sanggau	chin	ɣahaŋ	xahaN	3	6
Kadorih	chin	ʤaam	jaam	3	11
Ngaju	chin	iʤaŋ	ijaN	3	8
Maanyan	chin	raʔaᵏŋ	ra7aN	3	6
Dusun	chin	raʔaᵍŋ	ra7aN	3	6
Basap (Lebo)	chin	ʤaŋur	jaNur	3	9
Ngorek	chin	ʤaʔaʔ	ja7a7	3	11
Mpraa	chin	ñaʔãə̯̃	na7a3	3	11
Apo Kayan Kayan	chin	ʤaʔan	ja7an	3	11
Busang	chin	ʤaʔan	ja7an	3	11
Bahau Saq	chin	siʔaʔ	si7a7	3	11
Long Gelat	chin	siʔin	si7in	3	11
Modang woeg helag	chin	səʔeə̯n	s37e3n	3	11
Gaai	chin	tʔan	t7an	3	11
Kelai	chin	caʔæn	Ta7En	3	11
Dalat Melanau	chin	gaʔam	ga7am	3	12
Kanowit	chin	ʤaʔa	ja7a	3	11
Sekapan	chin	ʤaʔa	ja7a	3	11
Kejaman	chin	ʤaʔah	ja7ah	3	11
Lahanan	chin	ʤaʔah	ja7ah	3	11
Punan Tuvu'	chin	ʤaʔan	ja7an	3	11
Punan Bah	chin	ʤaʔo	ja7o	3	11
Punan Lisum	chin	ʤən	j3n	3	11
Punan Aput	chin	ʤan	jan	3	11
Ukit	chin	ʤiə	ji3	3	11
Buket	chin	ʤiən	ji3n	3	11
Hovongan	chin	caʔan	Ta7an	3	11
Kereho	chin	caʔan	Ta7an	3	11
Seputan	chin	caʔan	Ta7an	3	11
Aoheng	chin	caʔan	Ta7an	3	11
Sebop (old)	chin	ʤaʔən	ja73n	3	11
