doculect	concept	ipa	asjp	cogid	Gold
Laang	thick	kapan	kapan	1	2
Sawa	thick	kapan	kapan	1	2
Tau	thick	kapan	kapan	1	2
Badeng	thick	kapan	kapan	1	2
Lun-Dayeh	thick	kapal	kapal	1	2
Kelabit	thick	kapal	kapal	1	2
Miri	thick	mafal	mafal	1	2
Narum	thick	hapal	hapal	1	2
Kiput	thick	kapaan	kapaan	1	2
Berawan (jeegan)	thick	kapan	kapan	1	2
Berawan (Terawan)	thick	kapan	kapan	1	2
SBisaya	thick	makapal	makapal	1	2
BrDusun	thick	kapal	kapal	1	2
LBisaya	thick	kapal	kapal	1	2
Lotud	thick	akapal	akapal	1	2
Burusu	thick	kapal	kapal	1	2
Bonggi	thick	kafal	kafal	1	2
Kendayan 2	thick	tabal	tabal	2	1
Ketapang	thick	tóbal	tobal	2	1
Keninjal	thick	tobal	tobal	2	1
Seberuang	thick	təbal	t3bal	2	1
Upper Kapuas Iban	thick	təbal	t3bal	2	1
Mualang	thick	təbáːl	t3bal	2	1
Hliboi Bidayuh	thick	badəo̯g	bad3og	2	3
Golik	thick	tobal	tobal	2	1
Jangkang	thick	tobal	tobal	2	1
Ribun	thick	tobaː	toba	2	1
Pangkodan Sanggau	thick	tobal	tobal	2	1
Ngaju	thick	tabal	tabal	2	1
Kapuas	thick	tabal	tabal	2	1
Bakumpai	thick	təbal	t3bal	2	1
Paser	thick	təbal	t3bal	2	1
Basap (Lebo)	thick	təbal	t3bal	2	1
Long Gelat	thick	təmea̯ŋ	t3meaN	2	4
Modang woeg helag	thick	təmaŋ	t3maN	2	4
Gaai	thick	tmaŋ	tmaN	2	4
Kelai	thick	tmæŋ	tmEN	2	4
Bulungan	thick	təbol	t3bol	2	1
Idaan	thick	asuk	asuk	3	5
Seguliud	thick	asuk	asuk	3	5
Begak	thick	asuk	asuk	3	5
Rungus	thick	akapal			2
Kadazan Kimanis	thick	akapaa			2
Dumpas	thick	akapal			2
Lingkabau	thick	əkapal			2
Lobu Lanas	thick	əkapal			2
Tatana	thick	makapal			2
Papar	thick	mataʔbu£			1
Timugon Murut	thick	makapal			2
Tidung Sumbol	thick	nakapal			2
Kendayan 2	thigh	pahaʔ	paha7	1	
Ketapang	thigh	poho rayo	pohoraio	1	
Keninjal	thigh	pahaʔ	paha7	1	
Seberuang	thigh	paː	pa	1	
Upper Kapuas Iban	thigh	pæːh	pEh	1	
Mualang	thigh	paː	pa	1	
Benyadu	thigh	paaʔ	paa7	1	
Bekati	thigh	apa̰ː	apa	1	
Hliboi Bidayuh	thigh	pakŋ	pakN	1	
Sungkung	thigh	pɨʔɨtn	p373tn	1	
Golik	thigh	pɘh	p3h	1	
Jangkang	thigh	puh	puh	1	
Ribun	thigh	puːh	puh	1	
Pangkodan Sanggau	thigh	pahaʔ	paha7	1	
Tawoyan	thigh	pooʔ	poo7	1	
Paser	thigh	poːʔ	po7	1	
Benuaq	thigh	poːʔ	po7	1	
Tunjung	thigh	paaʔ	paa7	1	
Basap (Lebo)	thigh	paʔa	pa7a	1	
Baram Kayan	thigh	bukoŋ	bukoN	1	2
Kelai	thigh	pciə̯k	pTi3k	1	3
Sekapan	thigh	təpaʔa	t3pa7a	1	
Kejaman	thigh	təpaʔah	t3pa7ah	1	
Lahanan	thigh	təpaʔah	t3pa7ah	1	
Punan Tuvu'	thigh	paʔan	pa7an	1	
Punan Bah	thigh	paʔo	pa7o	1	
Punan Lisum	thigh	paʔoʔ	pa7o7	1	
Punan Aput	thigh	pən	p3n	1	
Hovongan	thigh	paʔan	pa7an	1	
Kereho	thigh	paʔan	pa7an	1	
Seputan	thigh	paʔan	pa7an	1	
Aoheng	thigh	paʔa	pa7a	1	
Sebop (old)	thigh	paʔən	pa73n	1	
Penan Mubui	thigh	paʔan	pa7an	1	
Penan Jekitan	thigh	paan	paan	1	
Penan Beku	thigh	paan	paan	1	
Vo	thigh	paʔɨ	pa73	1	
Gah	thigh	paʔa	pa7a	1	
Laang	thigh	paʔa	pa7a	1	
Sawa	thigh	paʔa	pa7a	1	
Tau	thigh	paʔa	pa7a	1	
Badeng	thigh	paʔa	pa7a	1	
Lun-Dayeh	thigh	paa	paa	1	
Lun-Dayeh	thigh	tepan	tepan	1	4
Kelabit	thigh	paʔah	pa7ah	1	
Berawan (jeegan)	thigh	paʔa	pa7a	1	
Berawan (Terawan)	thigh	paʔəh	pa73h	1	
SBisaya	thigh	tobiŋ	tobiN	1	5
BrDusun	thigh	poo	poo	1	
LBisaya	thigh	poo	poo	1	
Lotud	thigh	poʔo	po7o	1	
Idaan	thigh	ubpaʔ	ubpa7	1	6
Seguliud	thigh	paʔ	pa7	1	
Begak	thigh	ppaʔ	ppa7	1	
Bonggi	thigh	faa	faa	1	
Kadorih	thigh	saʰpak	sahpak	2	7
Ngaju	thigh	sapak	sapak	2	7
Maanyan	thigh	sakap	sakap	2	7
Dusun	thigh	kahapaŋ	kahapaN	2	8
Apo Kayan Kayan	thigh	hapiʔ	hapi7	2	9
Busang	thigh	hapiʔ	hapi7	2	9
Long Gelat	thigh	səpɛyʔ	s3pEi7	2	9
Modang woeg helag	thigh	səpəyʔ	s3p3i7	2	9
Gaai	thigh	speyʔ	spei7	2	9
Bulungan	thigh	kərumpeŋ	k3rumpeN	2	10
Ngorek	thigh	bəlatoŋ	b3latoN	3	11
Mpraa	thigh	bəlatawə̯	b3lataw3	3	11
Bahau Saq	thigh	hatuːŋ	hatuN	3	11
Modang woeg helag	thigh	bəntəuŋ	b3nt3uN	3	11
Kanowit	thigh	bətəre	b3t3re	3	12
Punan Tuvu'	thigh	bəlatuŋ	b3latuN	3	11
Pawe	thigh	suuŋ	suuN	3	13
Ukit	thigh	tasa	tasa	4	14
Buket	thigh	tasa	tasa	4	14
Miri	thigh	pupor	pupor	5	15
Narum	thigh	pupaoɣ	pupaox	5	15
Kiput	thigh	pupun	pupun	5	15
Burusu	thigh	pun paa	punpaa	5	1
Rungus	thigh	poʔo			1
Kadazan Kimanis	thigh	poʔo			1
Dumpas	thigh	poo			1
Lingkabau	thigh	paa			1
Lobu Lanas	thigh	paʔa			1
Tatana	thigh	poo			1
Papar	thigh	paʔa			1
Timugon Murut	thigh	paa			1
Tidung Sumbol	thigh	apaʔ			1
Kendayan 2	thin	tipis	tipis	1	
Ketapang	thin	lipɛs	lipEs	1	
Keninjal	thin	tipis	tipis	1	
Seberuang	thin	tipis	tipis	1	
Upper Kapuas Iban	thin	mipéə̯h	mipe3h	1	
Mualang	thin	tipɛs	tipEs	1	
Benyadu	thin	mɛpɛs	mEpEs	1	
Hliboi Bidayuh	thin	hnɛp	hnEp	1	2
Golik	thin	lidɛʔ	lidE7	1	3
Jangkang	thin	lipis	lipis	1	
Pangkodan Sanggau	thin	tipis	tipis	1	
Kadorih	thin	mipih	mipih	1	
Ngaju	thin	tipis	tipis	1	
Kapuas	thin	tipis	tipis	1	
Bakumpai	thin	tipis	tipis	1	
Tawoyan	thin	lipis	lipis	1	
Paser	thin	tipis	tipis	1	
Benuaq	thin	lipih	lipih	1	
Tunjung	thin	tipi	tipi	1	
Tunjung	thin	lipih	lipih	1	
Ngorek	thin	ñepeh	epeh	1	
Mpraa	thin	lɛpɛyh	lEpEih	1	
Baram Kayan	thin	ñipi	ipi	1	
Apo Kayan Kayan	thin	ñipih	nipih	1	
Busang	thin	ñipi	nipi	1	
Bahau Saq	thin	nipih	nipih	1	
Long Gelat	thin	peh	peh	1	
Modang woeg helag	thin	pəyh	p3ih	1	
Gaai	thin	peys	peis	1	
Kelai	thin	pɪs	pis	1	
Dalat Melanau	thin	dipih	dipih	1	
Kanowit	thin	dipih	dipih	1	
Sekapan	thin	lipi	lipi	1	
Kejaman	thin	lipi	lipi	1	
Lahanan	thin	ñipi	nipi	1	
Hovongan	thin	ñipi	nipi	1	
Kereho	thin	ñipi	nipi	1	
Seputan	thin	ñipɪ	nipi	1	
Aoheng	thin	ñipi	nipi	1	
Sebop (old)	thin	nipe	nipe	1	
Penan Mubui	thin	nepe	nepe	1	
Penan Jekitan	thin	mənəpi	m3n3pi	1	
Penan Beku	thin	nepi	nepi	1	
Vo	thin	ñipeh	ipeh	1	
Pawe	thin	ñipe	ipe	1	
Gah	thin	ñipe	ipe	1	
Laang	thin	ñipe	ipe	1	
Sawa	thin	ñipe	ipe	1	
Tau	thin	ñipe	ipe	1	
Badeng	thin	ñepe	epe	1	
Lun-Dayeh	thin	lipi	lipi	1	
Kelabit	thin	lipi	lipi	1	
Miri	thin	lifay	lifai	1	
Narum	thin	məlipay	m3lipai	1	
Kiput	thin	məlipay	m3lipai	1	
Berawan (jeegan)	thin	lɛpɛʔ	lEpE7	1	
Berawan (Terawan)	thin	lippeh	lippeh	1	
SBisaya	thin	manipis	manipis	1	
BrDusun	thin	nipis	nipis	1	
LBisaya	thin	nipis	nipis	1	
Lotud	thin	onipis	onipis	1	
Burusu	thin	dipis	dipis	1	
Idaan	thin	nipis	nipis	1	
Seguliud	thin	anipis	anipis	1	
Begak	thin	nipis	nipis	1	
Bonggi	thin	nifis	nifis	1	
Bulungan	thin	tipis	tipis	1	
Maanyan	thin	mariris	mariris	2	4
Dusun	thin	mariris	mariris	2	4
Punan Bah	thin	maliriə̯ŋ	maliri3N	3	5
Punan Lisum	thin	diriŋ	diriN	3	5
Punan Aput	thin	liriŋ	liriN	3	5
Ukit	thin	diriŋ	diriN	3	5
Buket	thin	diriŋ	diriN	3	5
Bekati	thin	ɣadḛ́ʸ	xade	4	3
Ribun	thin	hidi	hidi	4	3
Sungkung	thin	kalɪɨ̯h	kali3h	5	6
Basap (Lebo)	thin	kəber	k3ber	6	7
Rungus	thin	onipis			1
Kadazan Kimanis	thin	onipis			1
Dumpas	thin	anipis			1
Lingkabau	thin	ənipis			1
Lobu Lanas	thin	ənipis			1
Tatana	thin	monipis			1
Papar	thin	manipis			1
Timugon Murut	thin	manipis			1
Tidung Sumbol	thin	nanipis			1
Kendayan 2	thorn	duri	duri	2	
Ketapang	thorn	duri	duri	2	
Keninjal	thorn	duɣʷiʔ	duxwi7	2	
Seberuang	thorn	duɣeʔ	duxe7	2	
Upper Kapuas Iban	thorn	durɛʔ	durE7	2	
Mualang	thorn	duɣɛʔ	duxE7	2	
Golik	thorn	duʀiʔ	duri7	2	
Jangkang	thorn	duɣé	duxe	2	
Pangkodan Sanggau	thorn	duɣi	duxi	2	
Kadorih	thorn	duhiʔ	duhi7	2	
Ngaju	thorn	duhiʔ	duhi7	2	
Kapuas	thorn	duhiʔ	duhi7	2	
Bakumpai	thorn	duhiʔ	duhi7	2	
Maanyan	thorn	runᵈruy	runrui	2	
Dusun	thorn	rundruy	rundrui	2	
Dusun	thorn	lawey	lawei	2	3
Tawoyan	thorn	duiʔ	dui7	2	
Paser	thorn	duiʔ	dui7	2	
Benuaq	thorn	duiʔ	dui7	2	
Tunjung	thorn	ruhiʔ	ruhi7	2	
Basap (Lebo)	thorn	duri	duri	2	
Bahau Saq	thorn	duhiːʔ	duhi7	2	
Dalat Melanau	thorn	duəy	du3i	2	
Kanowit	thorn	durəy	dur3i	2	
Sekapan	thorn	dui	dui	2	
Kejaman	thorn	duəy	du3i	2	
Lahanan	thorn	luəy	lu3i	2	
Punan Tuvu'	thorn	dui	dui	2	
Punan Bah	thorn	suaʔ	sua7	2	4
Punan Lisum	thorn	duy	dui	2	
Punan Aput	thorn	dui	dui	2	
Ukit	thorn	dui	dui	2	
Buket	thorn	dui	dui	2	
Hovongan	thorn	duhi	duhi	2	
Kereho	thorn	duhi	duhi	2	
Seputan	thorn	duhi	duhi	2	
Aoheng	thorn	duhi	duhi	2	
Sebop (old)	thorn	soaʔ	soa7	2	4
Penan Jekitan	thorn	suaʔ	sua7	2	4
Vo	thorn	suaʔ	sua7	2	4
Lun-Dayeh	thorn	təfaʔ	t3fa7	2	5
Kelabit	thorn	təbpaʔ	t3bpa7	2	5
Kiput	thorn	durəy	dur3i	2	
Berawan (jeegan)	thorn	dukəy	duk3i	2	
Berawan (Terawan)	thorn	dukkih	dukkih	2	
SBisaya	thorn	rugi	rugi	2	
BrDusun	thorn	rugi	rugi	2	
LBisaya	thorn	rugi	rugi	2	
Lotud	thorn	rugi	rugi	2	
Burusu	thorn	dui	dui	2	
Idaan	thorn	dui	dui	2	
Seguliud	thorn	dui	dui	2	
Begak	thorn	dui	dui	2	
Bonggi	thorn	susuk	susuk	2	6
Bulungan	thorn	duri	duri	2	
Sungkung	thorn	bulutn	bulutn	3	7
Mpraa	thorn	luə̯ŋ	lu3N	3	8
Apo Kayan Kayan	thorn	uləŋ	ul3N	3	8
Busang	thorn	kulaŋ	kulaN	3	8
Bahau Saq	thorn	uraŋ	uraN	3	8
Long Gelat	thorn	alaŋ	alaN	3	8
Modang woeg helag	thorn	əlaᵍŋ	3laN	3	8
Gaai	thorn	aloŋ	aloN	3	8
Kelai	thorn	ləwŋ	l3wN	3	8
Miri	thorn	buhot	buhot	4	9
Narum	thorn	buhawt	buhawt	4	9
Benyadu	thorn	únak	unak	5	10
Bekati	thorn	naːʔ	na7	6	11
Hliboi Bidayuh	thorn	liʤaʔ	lija7	7	12
Ribun	thorn	hoʤoː	hojo	8	13
Rungus	thorn	rugiʔ			2
Kadazan Kimanis	thorn	yugi			2
Dumpas	thorn	rugi			2
Lingkabau	thorn	rui			2
Lobu Lanas	thorn	rugi			2
Tatana	thorn	duiʔ			2
Papar	thorn	duhi			2
Timugon Murut	thorn	rui			2
Tidung Sumbol	thorn	aduy			2
Keninjal	three	tiga utiʔ	tigauti7	1	
Seberuang	three	tigá	tiga	1	
Upper Kapuas Iban	three	tiga itɛʔ	tigaitE7	1	
Mualang	three	tiga uteʔ	tigaute7	1	
Kendayan 2	three	talu	talu	2	
Ketapang	three	tígo	tigo	2	
Benyadu	three	taru	taru	2	
Bekati	three	taɣu	taxu	2	
Hliboi Bidayuh	three	taluh	taluh	2	
Sungkung	three	taluh	taluh	2	
Golik	three	taʀuh	taruh	2	
Jangkang	three	toɣúh	toxuh	2	
Ribun	three	tahuh	tahuh	2	
Pangkodan Sanggau	three	toɣuh	toxuh	2	
Kadorih	three	toɾuʔ	toru7	2	
Ngaju	three	teluʔ	telu7	2	
Kapuas	three	teluʔ	telu7	2	
Bakumpai	three	teluʔ	telu7	2	
Maanyan	three	telu	telu	2	
Dusun	three	telu	telu	2	
Tawoyan	three	toluʔ	tolu7	2	
Paser	three	toluʔ	tolu7	2	
Benuaq	three	toluʔ	tolu7	2	
Tunjung	three	təluːʔ	t3lu7	2	
Basap (Lebo)	three	təlu	t3lu	2	
Ngorek	three	təloʔ	t3lo7	2	
Mpraa	three	klao̯ʔ	klao7	2	
Baram Kayan	three	təloʔ	t3lo7	2	
Apo Kayan Kayan	three	təloʔ	t3lo7	2	
Busang	three	təloʔ	t3lo7	2	
Bahau Saq	three	təloʔ	t3lo7	2	
Gaai	three	klaw	klaw	2	
Kelai	three	aklaw	aklaw	2	
Dalat Melanau	three	təlao̯	t3lao	2	
Kanowit	three	tələw	t3l3w	2	
Sekapan	three	təɮəw	t3L3w	2	
Kejaman	three	təɮəw	t3L3w	2	
Lahanan	three	təɮəw	t3L3w	2	
Punan Tuvu'	three	toluh	toluh	2	
Punan Bah	three	tɔlu	tolu	2	
Punan Lisum	three	talu	talu	2	
Punan Aput	three	tɔlu	tolu	2	
Ukit	three	talu	talu	2	
Buket	three	talu	talu	2	
Hovongan	three	tou	tou	2	
Kereho	three	tou	tou	2	
Seputan	three	toʉ	to3	2	
Aoheng	three	tou	tou	2	
Sebop (old)	three	təluʔ	t3lu7	2	
Penan Mubui	three	tələwʔ	t3l3w7	2	
Penan Jekitan	three	tələwʔ	t3l3w7	2	
Penan Beku	three	tələwʔ	t3l3w7	2	
Vo	three	təlu	t3lu	2	
Pawe	three	tələw	t3l3w	2	
Gah	three	təlu	t3lu	2	
Laang	three	təlu	t3lu	2	
Sawa	three	təlu	t3lu	2	
Tau	three	təlu	t3lu	2	
Badeng	three	təlu	t3lu	2	
Lun-Dayeh	three	təluh	t3luh	2	
Kelabit	three	təluh	t3luh	2	
Miri	three	təloh	t3loh	2	
Narum	three	təlaw	t3law	2	
Kiput	three	təlaw	t3law	2	
Berawan (jeegan)	three	təlaw	t3law	2	
Berawan (Terawan)	three	təloh	t3loh	2	
SBisaya	three	tolu	tolu	2	
BrDusun	three	talu	talu	2	
LBisaya	three	talu	talu	2	
Lotud	three	tolu	tolu	2	
Burusu	three	taluʔ	talu7	2	
Idaan	three	təllu	t3llu	2	
Seguliud	three	təllu	t3llu	2	
Begak	three	təllu	t3llu	2	
Bonggi	three	tolu	tolu	2	
Bulungan	three	təlu	t3lu	2	
Long Gelat	three	ətlaː	3tla	3	2
Modang woeg helag	three	ətla:	3tla	3	2
Rungus	three	tolu			2
Kadazan Kimanis	three	tolu			2
Dumpas	three	tolu			2
Lingkabau	three	təlu			2
Lobu Lanas	three	təlu			2
Tatana	three	talu			2
Papar	three	talu			2
Timugon Murut	three	talu			2
Tidung Sumbol	three	tolu			2
Kendayan 2	to lie	paŋalok	paNalok	1	4
Keninjal	to lie	pəmulaʔ	p3mula7	1	5
Seberuang	to lie	bulaʔ	bula7	1	5
Upper Kapuas Iban	to lie	bulaʔ	bula7	1	5
Mualang	to lie	bulaʔ	bula7	1	5
Benyadu	to lie	baoh	baoh	1	6
Sungkung	to lie	bolot	bolot	1	5
Pangkodan Sanggau	to lie	ŋəmulaʔ	N3mula7	1	5
Kadorih	to lie	babarik	babarik	1	
Kapuas	to lie	bəlecak	b3leTak	1	7
Maanyan	to lie	ipusuʔ	ipusu7	1	8
Dusun	to lie	namposoʔ	namposo7	1	8
Basap (Lebo)	to lie	poŋar	poNar	1	9
Modang woeg helag	to lie	naʔ leyk	na7leik	1	10
Dalat Melanau	to lie	pəmudəy	p3mud3i	1	11
Dalat Melanau	to lie	budəy	bud3i	1	11
Sekapan	to lie	pəcəguəʔ	p3T3gu37	1	12
Punan Lisum	to lie	ŋəpuɭa	N3puLa	1	13
Punan Aput	to lie	ŋəpula	N3pula	1	13
Penan Jekitan	to lie	pədok	p3dok	1	14
Lun-Dayeh	to lie	balih	balih	1	15
Kelabit	to lie	balih	balih	1	15
Kiput	to lie	paloə̯ʔ	palo37	1	14
Berawan (Terawan)	to lie	ŋaloʔ	Nalo7	1	14
LBisaya	to lie	ŋambawaʔ	Nambawa7	1	16
Lotud	to lie	momudut	momudut	1	17
Burusu	to lie	n͂aluk	naluk	1	14
Bulungan	to lie	buʤor	bujor	1	18
Bulungan	to lie	bəbuʤor	b3bujor	1	18
Hliboi Bidayuh	to lie	ŋakal	Nakal	2	19
Hliboi Bidayuh	to lie	ŋaqal	Naqal	2	19
Tunjung	to lie	ŋak laːt	Naklat	2	20
Golik	to lie	məlakɘʀ	m3lak3r	3	19
Jangkang	to lie	nolakaɣ	nolakax	3	19
Ribun	to lie	ñəlakah	n3lakah	3	19
Ribun	to lie	ñəlaqah	n3laqah	3	19
Tawoyan	to lie	ŋetaʔ	Neta7	4	22
Paser	to lie	etaʔ	eta7	4	22
Benuaq	to lie	ŋetaʔ	Neta7	4	23
Bekati	to lie	maʤaʔ	maja7	5	24
Mpraa	to lie	mamao̯h	mamaoh	5	27
Apo Kayan Kayan	to lie	pamoh	pamoh	5	27
Busang	to lie	pamoh	pamoh	5	27
Bahau Saq	to lie	mamoh	mamoh	5	27
Long Gelat	to lie	neʔ puə̯ʔ	ne7pu37	6	27
Kanowit	to lie	ñəbeə̯ʔ	n3be37	6	28
Kanowit	to lie	səbeə̯ʔ	s3be37	6	28
Kejaman	to lie	pəʤəɮap	p3j3Lap	7	29
Lahanan	to lie	pəñəɮap	p3n3Lap	7	29
Lahanan	to lie	səɮap	s3Lap	7	29
Lahanan	to lie	ñəɮap	n3Lap	7	29
Punan Bah	to lie	paʤəlap	paj3lap	7	29
Ngaju	to lie	nanʤaruʔ	nanjaru7	8	30
Ukit	to lie	ʤaraʔ	jara7	8	31
Buket	to lie	ŋəʤaraʔ	N3jara7	8	31
Hovongan	to lie	mañũ	manu	9	32
Kereho	to lie	monaŋ	monaN	9	33
Seputan	to lie	monaŋ	monaN	9	33
Aoheng	to lie	monaŋ	monaN	9	33
Ngorek	to lie	ŋusit	Nusit	10	35
Penan Beku	to lie	usit	usit	10	35
Vo	to lie	ŋusit	Nusit	10	35
Idaan	to lie	bəgambat	b3gambat	11	36
Seguliud	to lie	bəgambat	b3gambat	11	36
Begak	to lie	bəgambat	b3gambat	11	36
Gaai	to lie	alban	alban	12	37
Kelai	to lie	ləmbæːn	l3mbEn	12	37
Tau	to lie	ləmalo	l3malo	12	38
Narum	to lie	mahabaŋ	mahabaN	12	39
Paser	to lie	kəro	k3ro	13	40
Penan Mubui	to lie	keño	keno	13	41
Ketapang	to lie	kətumboŋan	k3tumboNan	15	43
Bakumpai	to lie	məŋəramput	m3N3ramput	16	44
Punan Tuvu'	to lie	cɛluŋ	TEluN	17	45
Buket	to lie	miriʔ	miri7	18	46
SBisaya	to lie	Mogumbuy	ogumbui	19	47
BrDusun	to lie	ŋgobow	Ngobow	20	47
Bonggi	to lie	gitoot	gitoot	21	48
Rungus	to lie	momudut			17
Kadazan Kimanis	to lie	momudut			17
Dumpas	to lie	momudut			17
Lingkabau	to lie	əwudut			17
Lobu Lanas	to lie	buruak			49
Tatana	to lie	mampabudut			17
Papar	to lie	gimpuruk			17
Timugon Murut	to lie	mambuak			49
Tidung Sumbol	to lie	ansiabut			50
Kendayan 2	tongue	ʤiah	jiah	1	3
Ketapang	tongue	lidah	lidah	1	2
Keninjal	tongue	lidah	lidah	1	2
Upper Kapuas Iban	tongue	lidæh	lidEh	1	2
Mualang	tongue	lidáh	lidah	1	2
Benyadu	tongue	arataʔ	arata7	1	4
Hliboi Bidayuh	tongue	glaʔ	gla7	1	5
Sungkung	tongue	ʤila	jila	1	5
Golik	tongue	lidah	lidah	1	
Jangkang	tongue	ʤiɣa	jixa	1	5
Ribun	tongue	ʤiho	jiho	1	5
Kadorih	tongue	ʤoɾaʔ	jora7	1	6
Ngaju	tongue	ʤelaʔ	jela7	1	6
Kapuas	tongue	ʤelaʔ	jela7	1	6
Bakumpai	tongue	ʤelaʔ	jela7	1	6
Maanyan	tongue	lelaʔ	lela7	1	6
Dusun	tongue	lelaʔ	lela7	1	6
Tawoyan	tongue	lola	lola	1	6
Paser	tongue	dola	dola	1	6
Benuaq	tongue	lola	lola	1	6
Tunjung	tongue	cəlaʔ	T3la7	1	6
Basap (Lebo)	tongue	ʤəlaʔ	j3la7	1	6
Ngorek	tongue	ʤəla	j3la	1	6
Mpraa	tongue	lɛːʸə̯	lE3	1	6
Baram Kayan	tongue	ʤilan	jilan	1	6
Apo Kayan Kayan	tongue	ʤəlan	j3lan	1	6
Busang	tongue	ʤəlaʔ	j3la7	1	6
Bahau Saq	tongue	lifah silaʔ	lifahsila7	1	6
Long Gelat	tongue	təleʔ	t3le7	1	6
Modang woeg helag	tongue	təlɒaʔ	t3loa7	1	6
Gaai	tongue	klae̯ʔ	klae7	1	6
Kelai	tongue	klæːʔ	klE7	1	6
Dalat Melanau	tongue	ʤəlaʔ	j3la7	1	6
Kanowit	tongue	ʤəlaːʔ	j3la7	1	6
Sekapan	tongue	ʤiɮaʔ	jiLa7	1	6
Kejaman	tongue	ʤəɮaːʔ	j3La7	1	6
Lahanan	tongue	ʤəɮaʔ	j3La7	1	6
Punan Tuvu'	tongue	ʤəlaʔ	j3la7	1	6
Punan Bah	tongue	ʤelaʔ	jela7	1	6
Punan Lisum	tongue	ʤalaʔ	jala7	1	6
Punan Aput	tongue	ʤalaʔ	jala7	1	6
Ukit	tongue	ʤalaʔ	jala7	1	6
Buket	tongue	ʤalaʔ	jala7	1	6
Hovongan	tongue	caaʔ	Taa7	1	6
Kereho	tongue	cɛlaʔ	TEla7	1	6
Seputan	tongue	celaʔ	Tela7	1	6
Aoheng	tongue	cela	Tela	1	6
Sebop (old)	tongue	ʤəlaʔ	j3la7	1	6
Penan Mubui	tongue	ʤilaʔ	jila7	1	6
Penan Jekitan	tongue	ʤəlaʔ	j3la7	1	6
Penan Beku	tongue	ʤəlaʔ	j3la7	1	6
Vo	tongue	ʤəlaʔ	j3la7	1	6
Pawe	tongue	ʤəlaʔ	j3la7	1	6
Gah	tongue	ʤəlaʔ	j3la7	1	6
Laang	tongue	ʤəlaʔ	j3la7	1	6
Sawa	tongue	ʤəlaʔ	j3la7	1	6
Tau	tongue	ʤəlaʔ	j3la7	1	6
Badeng	tongue	ʤəlaʔ	j3la7	1	6
Lun-Dayeh	tongue	delaʔ	dela7	1	6
Miri	tongue	ʤəleʔ	j3le7	1	6
Narum	tongue	ʤiliə̯ʔ	jili37	1	6
Kiput	tongue	dələiʔ	d3l3i7	1	6
Berawan (jeegan)	tongue	ʤəliə	j3li3	1	6
Berawan (Terawan)	tongue	ʤəli	j3li	1	6
SBisaya	tongue	dilaʔ	dila7	1	7
BrDusun	tongue	dilaʔ	dila7	1	7
LBisaya	tongue	dilaʔ	dila7	1	7
Lotud	tongue	dilaʔ	dila7	1	7
Burusu	tongue	dilaʔ	dila7	1	7
Idaan	tongue	dilaʔ	dila7	1	7
Seguliud	tongue	dilaʔ	dila7	1	7
Begak	tongue	dilaʔ	dila7	1	7
Bonggi	tongue	dilaʔ	dila7	1	7
Bulungan	tongue	ʤila	jila	1	7
Bekati	tongue	ɣata̰ː	xata	2	4
Pangkodan Sanggau	tongue	slomɛə̯ɣə	slomE3x3	3	8
Rungus	tongue	dilaʔ			7
Kadazan Kimanis	tongue	dihaʔ			7
Dumpas	tongue	dilaʔ			7
Lingkabau	tongue	dilaʔ			7
Lobu Lanas	tongue	dilaʔ			7
Tatana	tongue	dilaʔ			7
Papar	tongue	dilaʔ			7
Timugon Murut	tongue	dilaʔ			7
Tidung Sumbol	tongue	dilaʔ			7
Kendayan 2	tooth	gigi	gigi	2	
Ketapang	tooth	gigi	gigi	2	
Keninjal	tooth	gigi	gigi	2	
Seberuang	tooth	gigey	gigei	2	
Mualang	tooth	gigi	gigi	2	
Benyadu	tooth	ʤapu	japu	3	
Bekati	tooth	ʤapuʔ	japu7	3	
Hliboi Bidayuh	tooth	botn	botn	3	
Sungkung	tooth	ʤipɨtn	jip3tn	3	
Golik	tooth	ʤɘpɘh	j3p3h	3	
Jangkang	tooth	ʤiputn	jiputn	3	
Ribun	tooth	ʤiputn	jiputn	3	
Pangkodan Sanggau	tooth	ʤipun	jipun	3	
Maanyan	tooth	dipɛn	dipEn	3	
Dusun	tooth	dipen	dipen	3	
Basap (Lebo)	tooth	ñepəna	nep3na	3	
Ngorek	tooth	ñepən	ep3n	3	
Baram Kayan	tooth	ipən	ip3n	3	
Apo Kayan Kayan	tooth	ipan	ipan	3	
Busang	tooth	ipan	ipan	3	
Bahau Saq	tooth	ipaːʔ	ipa7	3	
Bahau Saq	tooth	ipan	ipan	3	
Dalat Melanau	tooth	ñipən	nip3n	3	
Kanowit	tooth	ñipən	nip3n	3	
Sekapan	tooth	ñipən	nip3n	3	
Kejaman	tooth	ñipən	nip3n	3	
Lahanan	tooth	ñipən	nip3n	3	
Punan Tuvu'	tooth	n͂ipen	nipen	3	
Punan Bah	tooth	ñipe	nipe	3	
Punan Aput	tooth	ñipon	nipon	3	
Sebop (old)	tooth	ʤipən	jip3n	3	
Penan Mubui	tooth	ʤipən	jip3n	3	
Penan Jekitan	tooth	ʤipən	jip3n	3	
Penan Beku	tooth	ʤipən	jip3n	3	
Vo	tooth	ʤipɨ	jip3	3	
Pawe	tooth	ʤipən	jip3n	3	
Gah	tooth	ʤipən	jip3n	3	
Laang	tooth	ʤipən	jip3n	3	
Sawa	tooth	ʤipən	jip3n	3	
